!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'					
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Compound:Identifiers:kegg.compound
product catalytic rate constant	R_EX_acald_e		2.505	1/s	
product catalytic rate constant	R_GLYCL		5.774	1/s	
product catalytic rate constant	R_XYLI1		1.108	1/s	
product catalytic rate constant	R_PPC		60.19	1/s	
product catalytic rate constant	R_G3PT		3.743	1/s	
product catalytic rate constant	R_SADT2		2.07	1/s	
product catalytic rate constant	R_AACPS1		0.03573	1/s	
product catalytic rate constant	R_GHMT2r		1.455	1/s	
product catalytic rate constant	R_DHORD2		36.51	1/s	
product catalytic rate constant	R_SDPDS		101.6	1/s	
product catalytic rate constant	R_EX_lac__D_e		1.684	1/s	
product catalytic rate constant	R_UMPK		13.94	1/s	
product catalytic rate constant	R_CTPS2		1.474	1/s	
product catalytic rate constant	R_NDPK7		2.236	1/s	
product catalytic rate constant	R_TRPS3		1.524	1/s	
product catalytic rate constant	R_ADK1		33.75	1/s	
product catalytic rate constant	R_NDPK2		16.67	1/s	
product catalytic rate constant	R_NDPK4		3.3	1/s	
product catalytic rate constant	R_ACODA		7.755	1/s	
product catalytic rate constant	R_ADSS		0.2908	1/s	
product catalytic rate constant	R_ASNS2		5.463	1/s	
product catalytic rate constant	R_ASPCT		8.422	1/s	
product catalytic rate constant	R_MCOATA		0.3753	1/s	
product catalytic rate constant	R_DAPE		54.37	1/s	
product catalytic rate constant	R_DHDPRy		5.88	1/s	
product catalytic rate constant	R_HSK		151.3	1/s	
product catalytic rate constant	R_SDPTA		1.735	1/s	
product catalytic rate constant	R_THRS		26.48	1/s	
product catalytic rate constant	R_HSST		4.548	1/s	
product catalytic rate constant	R_PPNDH		14.56	1/s	
product catalytic rate constant	R_DTMPK		4.807	1/s	
product catalytic rate constant	R_NDPK1		27.8	1/s	
product catalytic rate constant	R_TRDR		4.312	1/s	
product catalytic rate constant	R_DDPA		7.083	1/s	
product catalytic rate constant	R_MALS		30.75	1/s	
product catalytic rate constant	R_NADTRHD		22.5	1/s	
product catalytic rate constant	R_G3PD2		81.5	1/s	
product catalytic rate constant	R_GMPS2		0.5746	1/s	
product catalytic rate constant	R_AACPS3		0.233	1/s	
product catalytic rate constant	R_P5CR		21.68	1/s	
product catalytic rate constant	R_G5SADs		0.02276	1/s	
product catalytic rate constant	R_AKGDH		39.44	1/s	
product catalytic rate constant	R_ATPPRT		1.092	1/s	
product catalytic rate constant	R_HISTD		0.882	1/s	
product catalytic rate constant	R_DHDPS		3.419	1/s	
product catalytic rate constant	R_IGPDH		0.7884	1/s	
product catalytic rate constant	R_PRPPS		14.16	1/s	
product catalytic rate constant	R_PRATPP		5.724	1/s	
product catalytic rate constant	R_GLUN		2.179	1/s	
product catalytic rate constant	R_PRMICI		10.18	1/s	
product catalytic rate constant	R_GLUPRT		15.4	1/s	
product catalytic rate constant	R_SERAT		18.67	1/s	
product catalytic rate constant	R_CYSS		7.937	1/s	
product catalytic rate constant	R_BPNT		84.09	1/s	
product catalytic rate constant	R_PAPSR		6.419	1/s	
product catalytic rate constant	R_ASPK		10.5	1/s	
product catalytic rate constant	R_ASAD		1.108	1/s	
product catalytic rate constant	R_DAPDC		54.53	1/s	
product catalytic rate constant	R_OCBT		7.55	1/s	
product catalytic rate constant	R_GARFT		56.02	1/s	
product catalytic rate constant	R_PHETA1		0.9203	1/s	
product catalytic rate constant	R_PPND		16.84	1/s	
product catalytic rate constant	R_PRAMPC		5.742	1/s	
product catalytic rate constant	R_GLYCK2		0.9724	1/s	
product catalytic rate constant	R_ACOTA		9.872	1/s	
product catalytic rate constant	R_SULR		1.745	1/s	
product catalytic rate constant	R_PRAGSr		10.47	1/s	
product catalytic rate constant	R_PRFGS		6.99	1/s	
product catalytic rate constant	R_PSERT		35.89	1/s	
product catalytic rate constant	R_AIRC2		46.75	1/s	
product catalytic rate constant	R_GAPD		34.08	1/s	
product catalytic rate constant	R_GND		65.83	1/s	
product catalytic rate constant	R_G6PDH2r		163.3	1/s	
product catalytic rate constant	R_ME2		18.39	1/s	
product catalytic rate constant	R_ARGSL		4.992	1/s	
product catalytic rate constant	R_CBPS		0.5382	1/s	
product catalytic rate constant	R_GLU5K		9.363	1/s	
product catalytic rate constant	R_IPPS		5.217	1/s	
product catalytic rate constant	R_ACOATA		0.7595	1/s	
product catalytic rate constant	R_ACtex		0.8159	1/s	
product catalytic rate constant	R_ACALDtex		2.073	1/s	
product catalytic rate constant	R_PSP_L		2693	1/s	
product catalytic rate constant	R_ADSK		84.32	1/s	
product catalytic rate constant	R_SUCCt2_2pp		1.661	1/s	
product catalytic rate constant	R_HSDy		0.7868	1/s	
product catalytic rate constant	R_CYSTL		3.141	1/s	
product catalytic rate constant	R_SHSL1		2.796	1/s	
product catalytic rate constant	R_SULabcpp		0.2042	1/s	
product catalytic rate constant	R_GLUtex		0.6353	1/s	
product catalytic rate constant	R_AKGt2rpp		0.7931	1/s	
product catalytic rate constant	R_XYLt2pp		4.289	1/s	
product catalytic rate constant	R_GLYCtex		2.452	1/s	
product catalytic rate constant	R_Htex		0.008866	1/s	
product catalytic rate constant	R_H2Otex		0.417	1/s	
product catalytic rate constant	R_O2tpp		219.2	1/s	
product catalytic rate constant	R_PYRt2rpp		1.981	1/s	
product catalytic rate constant	R_THD2pp		1.408	1/s	
product catalytic rate constant	R_TKT2		30.75	1/s	
product catalytic rate constant	R_ATPS4rpp		251.7	1/s	
product catalytic rate constant	R_CO2tpp		0.03316	1/s	
product catalytic rate constant	R_GK1		36.05	1/s	
product catalytic rate constant	R_GLCNtex		3.671	1/s	
product catalytic rate constant	R_GLNtex		0.184	1/s	
product catalytic rate constant	R_O2tex		213.2	1/s	
product catalytic rate constant	R_D_LACtex		2.976	1/s	
product catalytic rate constant	R_GLCtex_copy1		1.611	1/s	
product catalytic rate constant	R_FUMt2_2pp		1.61	1/s	
product catalytic rate constant	R_PItex		0.1805	1/s	
product catalytic rate constant	R_CYTBDpp		0.6311	1/s	
product catalytic rate constant	R_CYTBD2pp		1.083	1/s	
product catalytic rate constant	R_ACALDtpp		2.079	1/s	
product catalytic rate constant	R_ACt2rpp		0.894	1/s	
product catalytic rate constant	R_METS		2.16	1/s	
product catalytic rate constant	R_EX_glyc__R_e		1.336	1/s	
product catalytic rate constant	R_FRUtex		1.751	1/s	
product catalytic rate constant	R_FUMtex		1.703	1/s	
product catalytic rate constant	R_PRASCSi		2.039	1/s	
product catalytic rate constant	R_MTHFC		39.51	1/s	
product catalytic rate constant	R_MTHFD		39.57	1/s	
product catalytic rate constant	R_XYLtex		15.98	1/s	
product catalytic rate constant	R_FORtppi		2.53	1/s	
product catalytic rate constant	R_PYRtex		2.082	1/s	
product catalytic rate constant	R_SO4tex		1.69	1/s	
product catalytic rate constant	R_SUCCtex		0.3145	1/s	
product catalytic rate constant	R_GRXR		3.432	1/s	
product catalytic rate constant	R_RNDR1b		0.01779	1/s	
product catalytic rate constant	R_RNDR2b		0.1043	1/s	
product catalytic rate constant	R_MALt2_2pp		1.361	1/s	
product catalytic rate constant	R_NH4tpp		0.5876	1/s	
product catalytic rate constant	R_NH4tex		0.5895	1/s	
product catalytic rate constant	R_RIBabcpp		1.261	1/s	
product catalytic rate constant	R_GLYCAt2rpp		3.21	1/s	
product catalytic rate constant	R_GLYCAtex		3.674	1/s	
product catalytic rate constant	R_GLYCtpp		1.332	1/s	
product catalytic rate constant	R_H2Otpp		0.4149	1/s	
product catalytic rate constant	R_GLNabcpp		0.267	1/s	
product catalytic rate constant	R_CO2tex		0.03377	1/s	
product catalytic rate constant	R_GLUt2rpp		0.7232	1/s	
product catalytic rate constant	R_ACGK		3.268	1/s	
product catalytic rate constant	R_GNK		24.4	1/s	
product catalytic rate constant	R_GLUDy		0.7811	1/s	
product catalytic rate constant	R_GLCNt2rpp		3.208	1/s	
product catalytic rate constant	R_GLCptspp		1.593	1/s	
product catalytic rate constant	R_EX_h2o_e		14.58	1/s	
product catalytic rate constant	R_HSTPT		3.082	1/s	
product catalytic rate constant	R_THDPS		0.4915	1/s	
product catalytic rate constant	R_ATPM		0.1283	1/s	
product catalytic rate constant	R_THRD_L		25.16	1/s	
product catalytic rate constant	R_ETOHtex		3.38	1/s	
product catalytic rate constant	R_RNDR2		0.2722	1/s	
product catalytic rate constant	R_DHFR		1.048	1/s	
product catalytic rate constant	R_PRAIi		0.9659	1/s	
product catalytic rate constant	R_EX_mal__L_e		4.272	1/s	
product catalytic rate constant	R_TYRTA		0.3968	1/s	
product catalytic rate constant	R_SHKK		9.479	1/s	
product catalytic rate constant	R_EX_so4_e		3.134	1/s	
product catalytic rate constant	R_GLUSy		0.7106	1/s	
product catalytic rate constant	R_OMCDC		1.153	1/s	
product catalytic rate constant	R_IG3PS		1.904	1/s	
product catalytic rate constant	R_PDH		70.99	1/s	
product catalytic rate constant	R_MTHFR2		1.402	1/s	
product catalytic rate constant	R_EX_nh4_e		9.967	1/s	
product catalytic rate constant	R_DUTPDP		0.000362	1/s	
product catalytic rate constant	R_NTP5		5.283	1/s	
product catalytic rate constant	R_FORt2pp		4.104	1/s	
product catalytic rate constant	R_EX_etoh_e		1.464	1/s	
product catalytic rate constant	R_GLNS		11.41	1/s	
product catalytic rate constant	R_ACGS		23.55	1/s	
product catalytic rate constant	R_SUCOAS		1.486	1/s	
product catalytic rate constant	R_PRAIS		11.61	1/s	
product catalytic rate constant	R_AACPS8		0.3968	1/s	
product catalytic rate constant	R_AACPS9		0.0001547	1/s	
product catalytic rate constant	R_AACPS6		0.4191	1/s	
product catalytic rate constant	R_AACPS7		0.1041	1/s	
product catalytic rate constant	R_HISTP		1.028	1/s	
product catalytic rate constant	R_LDH_D		2.656	1/s	
product catalytic rate constant	R_KAS15		12.21	1/s	
product catalytic rate constant	R_T2DECAI		0.4764	1/s	
product catalytic rate constant	R_3OAS161		0.4064	1/s	
product catalytic rate constant	R_DHQS		21.79	1/s	
product catalytic rate constant	R_EAR161x		0.2766	1/s	
product catalytic rate constant	R_PGCD		35.84	1/s	
product catalytic rate constant	R_MALtex		1.275	1/s	
product catalytic rate constant	R_3OAS141		0.4062	1/s	
product catalytic rate constant	R_3OAR121		1.394	1/s	
product catalytic rate constant	R_ADSL1r		1.446	1/s	
product catalytic rate constant	R_AICART		8.996	1/s	
product catalytic rate constant	R_D_LACt2pp		2.684	1/s	
product catalytic rate constant	R_RIBtex		1.84	1/s	
product catalytic rate constant	R_FRUpts2pp		1.71	1/s	
product catalytic rate constant	R_FORtex		1.632	1/s	
product catalytic rate constant	R_PFK		81.65	1/s	
product catalytic rate constant	R_PGM		64.62	1/s	
product catalytic rate constant	R_CYTBO3_4pp		231.6	1/s	
product catalytic rate constant	R_EAR141x		0.2769	1/s	
product catalytic rate constant	R_EAR181x		0.04888	1/s	
product catalytic rate constant	R_TPI		193.7	1/s	
product catalytic rate constant	R_RPI		1.402	1/s	
product catalytic rate constant	R_3OAR120		1.865	1/s	
product catalytic rate constant	R_3HAD80		0.5885	1/s	
product catalytic rate constant	R_3HAD120		0.5886	1/s	
product catalytic rate constant	R_EAR180x		0.5626	1/s	
product catalytic rate constant	R_AKGtex		0.7084	1/s	
product catalytic rate constant	R_SO4t2pp		3.492	1/s	
product catalytic rate constant	R_EAR180y		0.5004	1/s	
product catalytic rate constant	R_ACONTb		46.77	1/s	
product catalytic rate constant	R_3HAD161		0.5891	1/s	
product catalytic rate constant	R_SUCDi		90.81	1/s	
product catalytic rate constant	R_ASNS1		0.9779	1/s	
product catalytic rate constant	R_EAR80y		0.6043	1/s	
product catalytic rate constant	R_EAR120y		0.6021	1/s	
product catalytic rate constant	R_3OAR181		0.2214	1/s	
product catalytic rate constant	R_3HAD121		0.5891	1/s	
product catalytic rate constant	R_EX_o2_e		0.01545	1/s	
product catalytic rate constant	R_EAR140x		0.2285	1/s	
product catalytic rate constant	R_3OAS181		0.2235	1/s	
product catalytic rate constant	R_3OAS140		0.2737	1/s	
product catalytic rate constant	R_3OAR140		1.715	1/s	
product catalytic rate constant	R_EAR160y		0.4973	1/s	
product catalytic rate constant	R_3OAR160		1.038	1/s	
product catalytic rate constant	R_3HAD181		0.5891	1/s	
product catalytic rate constant	R_EAR100y		0.6017	1/s	
product catalytic rate constant	R_3OAR141		1.394	1/s	
product catalytic rate constant	R_3OAR161		1.395	1/s	
product catalytic rate constant	R_3HAD141		0.5891	1/s	
product catalytic rate constant	R_EAR121x		0.2768	1/s	
product catalytic rate constant	R_ACONTa		62.49	1/s	
product catalytic rate constant	R_3HAD40		0.5887	1/s	
product catalytic rate constant	R_3OAS60		0.7132	1/s	
product catalytic rate constant	R_3OAS160		0.7145	1/s	
product catalytic rate constant	R_3OAR60		5.159	1/s	
product catalytic rate constant	R_3OAR80		5.157	1/s	
product catalytic rate constant	R_EAR100x		0.3625	1/s	
product catalytic rate constant	R_EAR120x		0.3628	1/s	
product catalytic rate constant	R_EAR160x		0.2046	1/s	
product catalytic rate constant	R_EAR140y		0.6015	1/s	
product catalytic rate constant	R_3OAS121		0.4062	1/s	
product catalytic rate constant	R_3OAS80		0.7123	1/s	
product catalytic rate constant	R_3OAS100		0.7123	1/s	
product catalytic rate constant	R_3OAS120		0.7121	1/s	
product catalytic rate constant	R_3OAR40		5.208	1/s	
product catalytic rate constant	R_3OAR100		5.158	1/s	
product catalytic rate constant	R_3HAD60		0.7413	1/s	
product catalytic rate constant	R_3HAD100		0.5886	1/s	
product catalytic rate constant	R_3HAD140		0.7458	1/s	
product catalytic rate constant	R_3HAD160		0.7415	1/s	
product catalytic rate constant	R_EAR40x		1.064	1/s	
product catalytic rate constant	R_EAR60y		0.6046	1/s	
product catalytic rate constant	R_EAR60x		1.049	1/s	
product catalytic rate constant	R_EAR80x		1.048	1/s	
product catalytic rate constant	R_3OAR180		0.9034	1/s	
product catalytic rate constant	R_3OAS180		0.7295	1/s	
product catalytic rate constant	R_3HAD180		0.589	1/s	
product catalytic rate constant	R_NADH16pp		106.1	1/s	
product catalytic rate constant	R_FA160ACPHi		54.55	1/s	
product catalytic rate constant	R_FA120ACPHi		54.56	1/s	
product catalytic rate constant	R_FA80ACPHi		54.57	1/s	
product catalytic rate constant	R_FA140ACPHi		54.55	1/s	
product catalytic rate constant	R_FA100ACPHi		54.54	1/s	
product catalytic rate constant	R_ETOHtrpp		3.399	1/s	
product catalytic rate constant	R_ACPPAT161		0.4905	1/s	
product catalytic rate constant	R_ACPPAT180		0.6065	1/s	
product catalytic rate constant	R_RNTR1c2		0.5178	1/s	
product catalytic rate constant	R_RNTR2c2		0.5395	1/s	
product catalytic rate constant	R_FLDR2		5.766	1/s	
product catalytic rate constant	R_VPAMTr		1.787	1/s	
product catalytic rate constant	R_ACPPAT181		0.4521	1/s	
product catalytic rate constant	R_APH161		0.9231	1/s	
product catalytic rate constant	R_APH180		0.9128	1/s	
product catalytic rate constant	R_APH181		0.9231	1/s	
product catalytic rate constant	R_PIt2rpp		1.82	1/s	
product catalytic rate constant	R_PItpp		8.749	1/s	
product catalytic rate constant	R_SUCCt1pp		0.3146	1/s	
product catalytic rate constant	R_RBIO		7.364	1/s	
standard chemical potential		M_dhap_c	19.54	kJ/mol	compou
standard chemical potential		M_prbatp_c	182.3	kJ/mol	compou
standard chemical potential		M_10fthf_c	1.283	kJ/mol	compou
standard chemical potential		M_co2_e	-19.3	kJ/mol	compou
standard chemical potential		M_akg_e	5.656	kJ/mol	compou
standard chemical potential		M_2pg_c	18.37	kJ/mol	compou
standard chemical potential		M_13dpg_c	-22.1	kJ/mol	compou
standard chemical potential		M_prbamp_c	259.1	kJ/mol	compou
standard chemical potential		M_fpram_c	87.46	kJ/mol	
standard chemical potential		M_thr__L_c	-19.52	kJ/mol	compou
standard chemical potential		M_fum_p	7.441	kJ/mol	compou
standard chemical potential		M_flxr_c	33.85	kJ/mol	
standard chemical potential		M_gln__L_e	5.098	kJ/mol	compou
standard chemical potential		M_3ohexACP_c	-39.7	kJ/mol	compou
standard chemical potential		M_3ocddec5eACP_c	-10.06	kJ/mol	
standard chemical potential		M_r5p_c	23.62	kJ/mol	compou
standard chemical potential		M_akg_c	-31.2	kJ/mol	compou
standard chemical potential		M_ac_c	-27.87	kJ/mol	compou
standard chemical potential		M_dca_c	50.1	kJ/mol	
standard chemical potential		M_citr__L_c	20.25	kJ/mol	compou
standard chemical potential		M_34hpp_c	-67.76	kJ/mol	compou
standard chemical potential		M_pep_c	34.44	kJ/mol	compou
standard chemical potential		M_h_c	-76.05	kJ/mol	compou
standard chemical potential		M_rib__D_c	47.82	kJ/mol	compou
standard chemical potential		M_gthrd_c	-2.345	kJ/mol	compou
standard chemical potential		M_actACP_c	-50.58	kJ/mol	compou
standard chemical potential		M_hdcea_c	56.53	kJ/mol	
standard chemical potential		M_actp_c	-61.73	kJ/mol	compou
standard chemical potential		M_pyr_p	10.98	kJ/mol	compou
standard chemical potential		M_cyst__L_c	-31.3	kJ/mol	compou
standard chemical potential		M_dutp_c	-58.19	kJ/mol	compou
standard chemical potential		M_octa_c	48.16	kJ/mol	compou
standard chemical potential		M_h2o_p	-17.38	kJ/mol	compou
standard chemical potential		M_glyc3p_c	20.73	kJ/mol	compou
standard chemical potential		M_2ahbut_c	-7.252	kJ/mol	compou
standard chemical potential		M_ser__L_c	9.614	kJ/mol	compou
standard chemical potential		M_toct2eACP_c	7.223	kJ/mol	compou
standard chemical potential		M_ump_c	45.69	kJ/mol	compou
standard chemical potential		M_hdceap_c	-105.8	kJ/mol	
standard chemical potential		M_3pg_c	12.22	kJ/mol	compou
standard chemical potential		M_ctp_c	29.09	kJ/mol	compou
standard chemical potential		M_dadp_c	209.6	kJ/mol	compou
standard chemical potential		M_xu5p__D_c	39.76	kJ/mol	compou
standard chemical potential		M_aspsa_c	20.06	kJ/mol	compou
standard chemical potential		M_the2eACP_c	-3.969	kJ/mol	compou
standard chemical potential		M_t3c9palmeACP_c	20.34	kJ/mol	
standard chemical potential		M_accoa_c	-0.951	kJ/mol	compou
standard chemical potential		M_arg__L_c	47.05	kJ/mol	compou
standard chemical potential		M_26dap_LL_c	32.94	kJ/mol	compou
standard chemical potential		M_asp__L_c	-26.57	kJ/mol	compou
standard chemical potential		M_acg5sa_c	-5.467	kJ/mol	compou
standard chemical potential		M_hexACP_c	-4.688	kJ/mol	
standard chemical potential		M_skm_c	-19.99	kJ/mol	compou
standard chemical potential		M_imp_c	165.4	kJ/mol	compou
standard chemical potential		M_o2_c	135.8	kJ/mol	compou
standard chemical potential		M_ocdcea_c	50.03	kJ/mol	compou
standard chemical potential		M_h_p	-85.3	kJ/mol	compou
standard chemical potential		M_succ_p	-15.34	kJ/mol	compou
standard chemical potential		M_phpyr_c	-67.58	kJ/mol	compou
standard chemical potential		M_fru_e	11.85	kJ/mol	compou
standard chemical potential		M_pyr_e	13.22	kJ/mol	compou
standard chemical potential		M_5mthf_c	-28.04	kJ/mol	compou
standard chemical potential		M_nad_c	-45.21	kJ/mol	compou
standard chemical potential		M_tdeACP_c	20.97	kJ/mol	
standard chemical potential		M_3ocvac11eACP_c	-6.444	kJ/mol	
standard chemical potential		M_3hoctaACP_c	10.28	kJ/mol	compou
standard chemical potential		M_ocdca_c	67.44	kJ/mol	compou
standard chemical potential		M_adp_c	215.8	kJ/mol	compou
standard chemical potential		M_mal__L_c	-24.34	kJ/mol	compou
standard chemical potential		M_g3p_c	28.98	kJ/mol	compou
standard chemical potential		M_etoh_c	22.07	kJ/mol	compou
standard chemical potential		M_so3_c	42	kJ/mol	compou
standard chemical potential		M_met__L_c	-34.66	kJ/mol	compou
standard chemical potential		M_aicar_c	161	kJ/mol	compou
standard chemical potential		M_5aizc_c	184.5	kJ/mol	compou
standard chemical potential		M_ac_e	5.829	kJ/mol	compou
standard chemical potential		M_glx_c	-5.139	kJ/mol	compou
standard chemical potential		M_etoh_e	17.04	kJ/mol	compou
standard chemical potential		M_glcn_p	20.99	kJ/mol	compou
standard chemical potential		M_air_c	232.8	kJ/mol	
standard chemical potential		M_6pgc_c	19.9	kJ/mol	compou
standard chemical potential		M_nh4_c	-25.84	kJ/mol	compou
standard chemical potential		M_tdec2eACP_c	18.4	kJ/mol	compou
standard chemical potential		M_hdeACP_c	22.76	kJ/mol	
standard chemical potential		M_pi_c	-43.9	kJ/mol	compou
standard chemical potential		M_argsuc_c	57.51	kJ/mol	compou
standard chemical potential		M_nh4_p	-11.27	kJ/mol	compou
standard chemical potential		M_chor_c	1.401	kJ/mol	compou
standard chemical potential		M_hom__L_c	21.13	kJ/mol	compou
standard chemical potential		M_dgdp_c	203.6	kJ/mol	compou
standard chemical potential		M_q8h2_c	-40.42	kJ/mol	
standard chemical potential		M_3odecACP_c	-17.08	kJ/mol	compou
standard chemical potential		M_tyr__L_c	-71.72	kJ/mol	compou
standard chemical potential		M_cys__L_c	-35.56	kJ/mol	compou
standard chemical potential		M_xylu__D_c	51.58	kJ/mol	compou
standard chemical potential		M_h2s_c	-51.42	kJ/mol	compou
standard chemical potential		M_e4p_c	40.39	kJ/mol	compou
standard chemical potential		M_trp__L_c	-134.8	kJ/mol	compou
standard chemical potential		M_acser_c	-23.77	kJ/mol	compou
standard chemical potential		M_lys__L_c	51.82	kJ/mol	compou
standard chemical potential		M_dudp_c	-7.862	kJ/mol	compou
standard chemical potential		M_atp_c	168	kJ/mol	compou
standard chemical potential		M_indole_c	-130	kJ/mol	compou
standard chemical potential		M_eig3p_c	63.42	kJ/mol	compou
standard chemical potential		M_26dap__M_c	34.71	kJ/mol	compou
standard chemical potential		M_thf_c	11.36	kJ/mol	compou
standard chemical potential		M_orot5p_c	19.22	kJ/mol	compou
standard chemical potential		M_h_e	-29.85	kJ/mol	compou
standard chemical potential		M_gln__L_p	-20.79	kJ/mol	compou
standard chemical potential		M_glyc_p	13.87	kJ/mol	compou
standard chemical potential		M_5caiz_c	155.1	kJ/mol	compou
standard chemical potential		M_mal__L_p	2.337	kJ/mol	compou
standard chemical potential		M_3hcpalm9eACP_c	-15.19	kJ/mol	
standard chemical potential		M_3ocpalm9eACP_c	-6.387	kJ/mol	
standard chemical potential		M_butACP_c	-16.55	kJ/mol	
standard chemical potential		M_dttp_c	-93.98	kJ/mol	compou
standard chemical potential		M_ttdca_c	70.65	kJ/mol	
standard chemical potential		M_lac__D_e	16.04	kJ/mol	compou
standard chemical potential		M_trdox_c	-7.368	kJ/mol	compou
standard chemical potential		M_3ig3p_c	-102.3	kJ/mol	compou
standard chemical potential		M_sl26da_c	18.25	kJ/mol	compou
standard chemical potential		M_3hoctACP_c	-28.17	kJ/mol	compou
standard chemical potential		M_dctp_c	18.82	kJ/mol	compou
standard chemical potential		M_toctd2eACP_c	45.78	kJ/mol	compou
standard chemical potential		M_grxrd_c	-14.85	kJ/mol	
standard chemical potential		M_ru5p__D_c	39.31	kJ/mol	compou
standard chemical potential		M_23dhmb_c	42.16	kJ/mol	compou
standard chemical potential		M_pran_c	-52.4	kJ/mol	compou
standard chemical potential		M_glcn_c	17.66	kJ/mol	compou
standard chemical potential		M_paps_c	229.9	kJ/mol	compou
standard chemical potential		M_utp_c	-50.53	kJ/mol	compou
standard chemical potential		M_dhor__S_c	-20.77	kJ/mol	compou
standard chemical potential		M_glyc_e	14.51	kJ/mol	compou
standard chemical potential		M_4mop_c	-36.75	kJ/mol	compou
standard chemical potential		M_fdp_c	38.65	kJ/mol	compou
standard chemical potential		M_dtmp_c	2.868	kJ/mol	compou
standard chemical potential		M_gdp_c	205.4	kJ/mol	compou
standard chemical potential		M_o2_p	92.63	kJ/mol	compou
standard chemical potential		M_datp_c	163.2	kJ/mol	compou
standard chemical potential		M_ppi_c	-84.82	kJ/mol	compou
standard chemical potential		M_nadp_c	-41.4	kJ/mol	compou
standard chemical potential		M_glu__L_c	-33.68	kJ/mol	compou
standard chemical potential		M_fum_c	-14.16	kJ/mol	compou
standard chemical potential		M_akg_p	-7.089	kJ/mol	compou
standard chemical potential		M_acorn_c	-5.368	kJ/mol	compou
standard chemical potential		M_glu5sa_c	-23.03	kJ/mol	compou
standard chemical potential		M_ile__L_c	-24.37	kJ/mol	compou
standard chemical potential		M_ocACP_c	6.404	kJ/mol	
standard chemical potential		M_3dhq_c	-45.25	kJ/mol	compou
standard chemical potential		M_hisp_c	56.72	kJ/mol	compou
standard chemical potential		M_so4_e	11.58	kJ/mol	compou
standard chemical potential		M_glu__L_e	5.611	kJ/mol	compou
standard chemical potential		M_cbp_c	-41.83	kJ/mol	compou
standard chemical potential		M_3mob_c	30.59	kJ/mol	compou
standard chemical potential		M_suchms_c	-32.48	kJ/mol	compou
standard chemical potential		M_tpalm2eACP_c	45.61	kJ/mol	compou
standard chemical potential		M_3hpalmACP_c	10.12	kJ/mol	compou
standard chemical potential		M_gln__L_c	-16.81	kJ/mol	compou
standard chemical potential		M_3c3hmp_c	6.494	kJ/mol	compou
standard chemical potential		M_anth_c	-51.81	kJ/mol	compou
standard chemical potential		M_pap_c	263.3	kJ/mol	compou
standard chemical potential		M_xmp_c	129	kJ/mol	compou
standard chemical potential		M_2cpr5p_c	-82.54	kJ/mol	compou
standard chemical potential		M_rib__D_p	8.803	kJ/mol	compou
standard chemical potential		M_xyl__D_p	46.93	kJ/mol	compou
standard chemical potential		M_octeACP_c	16.35	kJ/mol	
standard chemical potential		M_3hhexACP_c	-39.41	kJ/mol	compou
standard chemical potential		M_t3c5ddeceACP_c	16.58	kJ/mol	
standard chemical potential		M_co2_p	-61.71	kJ/mol	compou
standard chemical potential		M_ala__L_c	-2.122	kJ/mol	compou
standard chemical potential		M_hco3_c	-76.9	kJ/mol	compou
standard chemical potential		M_phe__L_c	-71.48	kJ/mol	compou
standard chemical potential		M_mlthf_c	42.76	kJ/mol	compou
standard chemical potential		M_t3c7mrseACP_c	18.38	kJ/mol	
standard chemical potential		M_t3c11vaceACP_c	16.92	kJ/mol	
standard chemical potential		M_1pyr5c_c	43.51	kJ/mol	compou
standard chemical potential		M_acald_p	10.91	kJ/mol	compou
standard chemical potential		M_2ippm_c	17.39	kJ/mol	compou
standard chemical potential		M_3psme_c	22.32	kJ/mol	compou
standard chemical potential		M_imacp_c	49.91	kJ/mol	compou
standard chemical potential		M_3c2hmp_c	-9.042	kJ/mol	compou
standard chemical potential		M_pser__L_c	6.913	kJ/mol	compou
standard chemical potential		M_ocdcaACP_c	45.49	kJ/mol	
standard chemical potential		M_gmp_c	253.2	kJ/mol	compou
standard chemical potential		M_3dhsk_c	-36.37	kJ/mol	compou
standard chemical potential		M_acACP_c	-30.54	kJ/mol	compou
standard chemical potential		M_h2o_c	-35.34	kJ/mol	compou
standard chemical potential		M_alac__S_c	33.65	kJ/mol	compou
standard chemical potential		M_dcdp_c	64.16	kJ/mol	compou
standard chemical potential		M_gly_c	-9.538	kJ/mol	compou
standard chemical potential		M_flxso_c	-33.85	kJ/mol	
standard chemical potential		M_malcoa_c	-12.15	kJ/mol	compou
standard chemical potential		M_fru_p	7.93	kJ/mol	compou
standard chemical potential		M_xyl__D_e	29.3	kJ/mol	compou
standard chemical potential		M_phom_c	4.672	kJ/mol	compou
standard chemical potential		M_glc__D_e	11.2	kJ/mol	compou
standard chemical potential		M_nh4_e	3.265	kJ/mol	compou
standard chemical potential		M_f6p_c	38.45	kJ/mol	compou
standard chemical potential		M_pphn_c	-32.41	kJ/mol	compou
standard chemical potential		M_prlp_c	178.9	kJ/mol	compou
standard chemical potential		M_s7p_c	44.92	kJ/mol	compou
standard chemical potential		M_prfp_c	174.3	kJ/mol	compou
standard chemical potential		M_tmrs2eACP_c	36.08	kJ/mol	compou
standard chemical potential		M_o2_e	49.75	kJ/mol	compou
standard chemical potential		M_succ_e	5.32	kJ/mol	compou
