!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
product catalytic rate constant	R_DHDPRy		5.869	1/s		
product catalytic rate constant	R_HSK		151.3	1/s	R01771	
product catalytic rate constant	R_SDPTA		1.782	1/s	R04475	
product catalytic rate constant	R_THRS		26.35	1/s	R01466	
product catalytic rate constant	R_HSST		4.181	1/s	R01777	
product catalytic rate constant	R_PPNDH		14.65	1/s	R01373	
product catalytic rate constant	R_DTMPK		4.807	1/s	R02094	
product catalytic rate constant	R_NDPK1		27.79	1/s	R00330	
product catalytic rate constant	R_TRDR		4.315	1/s	R02016	
product catalytic rate constant	R_DDPA		6.91	1/s	R01826	
product catalytic rate constant	R_MALS		30.65	1/s	R00472	
product catalytic rate constant	R_NADTRHD		22.5	1/s	R00112	
product catalytic rate constant	R_G3PD2		81.5	1/s	R00844	
product catalytic rate constant	R_GMPS2		0.5714	1/s	R01231	
product catalytic rate constant	R_AACPS3		0.2201	1/s		
product catalytic rate constant	R_P5CR		21.69	1/s	R01251	
product catalytic rate constant	R_G5SADs		0.05781	1/s	R03314	
product catalytic rate constant	R_AKGDH		39.43	1/s	R08549	
product catalytic rate constant	R_ATPPRT		1.052	1/s	R01071	
product catalytic rate constant	R_HISTD		0.8615	1/s	R01158	
product catalytic rate constant	R_DHDPS		3.475	1/s		
product catalytic rate constant	R_IGPDH		0.9039	1/s	R03457	
product catalytic rate constant	R_PRPPS		14.12	1/s		
product catalytic rate constant	R_PRATPP		5.648	1/s	R04035	
product catalytic rate constant	R_GLUN		2.059	1/s	R00256	
product catalytic rate constant	R_PRMICI		10.15	1/s	R04640	
product catalytic rate constant	R_GLUPRT		15.27	1/s	R01072	
product catalytic rate constant	R_SERAT		18.67	1/s	R00586	
product catalytic rate constant	R_CYSS		7.928	1/s	R00897	
product catalytic rate constant	R_BPNT		84.04	1/s	R00188	
product catalytic rate constant	R_PAPSR		6.418	1/s	R02021	
product catalytic rate constant	R_ASPK		10.55	1/s	R00480	
product catalytic rate constant	R_ASAD		1.111	1/s	R02291	
product catalytic rate constant	R_DAPDC		54.53	1/s	R00451	
product catalytic rate constant	R_OCBT		7.549	1/s	R01398	
product catalytic rate constant	R_GARFT		56.01	1/s	R04325	
product catalytic rate constant	R_PHETA1		0.8951	1/s	R00694	
product catalytic rate constant	R_PPND		16.84	1/s	R01728	
product catalytic rate constant	R_PRAMPC		5.651	1/s	R04037	
product catalytic rate constant	R_GLYCK2		0.9726	1/s	R08572	
product catalytic rate constant	R_ACOTA		9.841	1/s	R02283	
product catalytic rate constant	R_SULR		1.776	1/s	R00858	
product catalytic rate constant	R_PRAGSr		10.43	1/s	R04144	
product catalytic rate constant	R_PRFGS		6.943	1/s		
product catalytic rate constant	R_PSERT		35.87	1/s	R04173	
product catalytic rate constant	R_AIRC2		46.75	1/s		
product catalytic rate constant	R_GAPD		34.07	1/s	R01061	
product catalytic rate constant	R_GND		65.82	1/s	R01528	
product catalytic rate constant	R_G6PDH2r		163.3	1/s	R00835	
product catalytic rate constant	R_ME2		18.37	1/s	R00216	
product catalytic rate constant	R_ARGSL		4.994	1/s	R01086	
product catalytic rate constant	R_CBPS		0.5138	1/s	R00575	
product catalytic rate constant	R_GLU5K		9.351	1/s	R00239	
product catalytic rate constant	R_IPPS		5.107	1/s	R01213	
product catalytic rate constant	R_ACOATA		0.7599	1/s	R01624	
product catalytic rate constant	R_ACtex		0.7881	1/s		
product catalytic rate constant	R_ACALDtex		2.286	1/s		
product catalytic rate constant	R_PSP_L		2693	1/s	R00582	
product catalytic rate constant	R_ADSK		84.31	1/s	R00509	
product catalytic rate constant	R_SUCCt2_2pp		1.59	1/s		
product catalytic rate constant	R_HSDy		0.7772	1/s	R01775	
product catalytic rate constant	R_CYSTL		3.006	1/s	R01286	
product catalytic rate constant	R_SHSL1		2.786	1/s	R03260	
product catalytic rate constant	R_SULabcpp		0.1075	1/s		
product catalytic rate constant	R_GLUtex		0.8636	1/s		
product catalytic rate constant	R_AKGt2rpp		0.9167	1/s		
product catalytic rate constant	R_XYLt2pp		3.922	1/s		
product catalytic rate constant	R_GLYCtex		2.597	1/s		
product catalytic rate constant	R_Htex		0.0096	1/s		
product catalytic rate constant	R_H2Otex		0.7337	1/s		
product catalytic rate constant	R_O2tpp		299.8	1/s		
product catalytic rate constant	R_PYRt2rpp		1.841	1/s		
product catalytic rate constant	R_THD2pp		1.403	1/s		
product catalytic rate constant	R_TKT2		30.69	1/s	R01830	
product catalytic rate constant	R_ATPS4rpp		251.7	1/s		
product catalytic rate constant	R_CO2tpp		0.03138	1/s		
product catalytic rate constant	R_GK1		36.05	1/s	R00332	
product catalytic rate constant	R_GLCNtex		3.645	1/s		
product catalytic rate constant	R_GLNtex		0.1352	1/s		
product catalytic rate constant	R_O2tex		291.1	1/s		
product catalytic rate constant	R_D_LACtex		2.741	1/s		
product catalytic rate constant	R_GLCtex_copy1		1.648	1/s		
product catalytic rate constant	R_FUMt2_2pp		1.685	1/s		
product catalytic rate constant	R_PItex		0.1577	1/s		
product catalytic rate constant	R_CYTBDpp		0.6431	1/s		
product catalytic rate constant	R_CYTBD2pp		1.086	1/s		
product catalytic rate constant	R_ACALDtpp		2.295	1/s		
product catalytic rate constant	R_ACt2rpp		0.8682	1/s		
product catalytic rate constant	R_METS		2.151	1/s	R00946	
product catalytic rate constant	R_EX_glyc__R_e		1.593	1/s		
product catalytic rate constant	R_FRUtex		1.783	1/s		
product catalytic rate constant	R_FUMtex		1.841	1/s		
product catalytic rate constant	R_PRASCSi		2.031	1/s	R04591	
product catalytic rate constant	R_MTHFC		39.43	1/s	R01655	
product catalytic rate constant	R_MTHFD		39.57	1/s	R01220	
product catalytic rate constant	R_XYLtex		16.77	1/s		
product catalytic rate constant	R_FORtppi		2.528	1/s		
product catalytic rate constant	R_PYRtex		1.909	1/s		
product catalytic rate constant	R_SO4tex		1.603	1/s		
product catalytic rate constant	R_SUCCtex		0.344	1/s		
product catalytic rate constant	R_GRXR		3.485	1/s		
product catalytic rate constant	R_RNDR1b		0.01851	1/s		
product catalytic rate constant	R_RNDR2b		0.1082	1/s		
product catalytic rate constant	R_MALt2_2pp		1.31	1/s		
product catalytic rate constant	R_NH4tpp		0.5591	1/s		
product catalytic rate constant	R_NH4tex		0.5611	1/s		
product catalytic rate constant	R_RIBabcpp		0.9008	1/s		
product catalytic rate constant	R_GLYCAt2rpp		2.802	1/s		
product catalytic rate constant	R_GLYCAtex		3.131	1/s		
product catalytic rate constant	R_GLYCtpp		1.257	1/s		
product catalytic rate constant	R_H2Otpp		0.7321	1/s		
product catalytic rate constant	R_GLNabcpp		0.216	1/s		
product catalytic rate constant	R_CO2tex		0.03198	1/s		
product catalytic rate constant	R_GLUt2rpp		0.9383	1/s		
product catalytic rate constant	R_ACGK		3.274	1/s	R02649	
product catalytic rate constant	R_GNK		24.39	1/s	R01737	
product catalytic rate constant	R_GLUDy		0.7226	1/s	R00248	
product catalytic rate constant	R_GLCNt2rpp		3.189	1/s		
product catalytic rate constant	R_GLCptspp		1.625	1/s		
product catalytic rate constant	R_EX_h2o_e		7.838	1/s		
product catalytic rate constant	R_HSTPT		3.114	1/s	R03243	
product catalytic rate constant	R_THDPS		0.452	1/s	R04365	
product catalytic rate constant	R_ATPM		0.0466	1/s	R00086	
product catalytic rate constant	R_THRD_L		25.17	1/s	R00996	
product catalytic rate constant	R_ETOHtex		3.747	1/s		
product catalytic rate constant	R_RNDR2		0.295	1/s	R02019	
product catalytic rate constant	R_DHFR		1.045	1/s	R00939	
product catalytic rate constant	R_PRAIi		0.9516	1/s	R03509	
product catalytic rate constant	R_EX_mal__L_e		4.596	1/s		
product catalytic rate constant	R_TYRTA		0.3969	1/s	R00734	
product catalytic rate constant	R_SHKK		9.451	1/s	R02412	
product catalytic rate constant	R_EX_so4_e		3.323	1/s		
product catalytic rate constant	R_GLUSy		0.7161	1/s	R00114	
product catalytic rate constant	R_OMCDC		1.179	1/s	R01652	
product catalytic rate constant	R_IG3PS		1.855	1/s	R04558	
product catalytic rate constant	R_PDH		70.99	1/s	R00209	
product catalytic rate constant	R_MTHFR2		1.407	1/s	R07168	
product catalytic rate constant	R_EX_nh4_e		10.52	1/s		
product catalytic rate constant	R_DUTPDP		0.000285	1/s	R02100	
product catalytic rate constant	R_NTP5		5.166	1/s	R00569	
product catalytic rate constant	R_FORt2pp		3.721	1/s		
product catalytic rate constant	R_EX_etoh_e		1.308	1/s		
product catalytic rate constant	R_GLNS		11.41	1/s	R00253	
product catalytic rate constant	R_ACGS		23.58	1/s	R00259	
product catalytic rate constant	R_SUCOAS		1.48	1/s	R00405	
product catalytic rate constant	R_PRAIS		11.54	1/s		
product catalytic rate constant	R_AACPS8		0.3778	1/s		
product catalytic rate constant	R_AACPS9		0.0001353	1/s		
product catalytic rate constant	R_AACPS6		0.4066	1/s		
product catalytic rate constant	R_AACPS7		0.09851	1/s		
product catalytic rate constant	R_HISTP		0.9408	1/s	R03013	
product catalytic rate constant	R_LDH_D		2.656	1/s	R00704	
product catalytic rate constant	R_KAS15		12.22	1/s	R10707	
product catalytic rate constant	R_T2DECAI		0.4776	1/s		
product catalytic rate constant	R_3OAS161		0.407	1/s		
product catalytic rate constant	R_DHQS		21.58	1/s	R03083	
product catalytic rate constant	R_EAR161x		0.2774	1/s		
product catalytic rate constant	R_PGCD		35.83	1/s	R01513	
product catalytic rate constant	R_MALtex		1.193	1/s		
product catalytic rate constant	R_3OAS141		0.407	1/s		
product catalytic rate constant	R_3OAR121		1.396	1/s		
product catalytic rate constant	R_ADSL1r		1.446	1/s	R01083	
product catalytic rate constant	R_AICART		8.994	1/s	R04560	
product catalytic rate constant	R_D_LACt2pp		2.503	1/s		
product catalytic rate constant	R_RIBtex		1.077	1/s		
product catalytic rate constant	R_FRUpts2pp		1.737	1/s		
product catalytic rate constant	R_FORtex		1.311	1/s		
product catalytic rate constant	R_PFK		81.65	1/s		
product catalytic rate constant	R_PGM		64.62	1/s	R01518	
product catalytic rate constant	R_CYTBO3_4pp		231.6	1/s		
product catalytic rate constant	R_EAR141x		0.2775	1/s		
product catalytic rate constant	R_EAR181x		0.04898	1/s		
product catalytic rate constant	R_TPI		193.7	1/s	R01015	
product catalytic rate constant	R_RPI		1.371	1/s		
product catalytic rate constant	R_3OAR120		1.866	1/s	R04964	
product catalytic rate constant	R_3HAD80		0.5887	1/s	R04537	
product catalytic rate constant	R_3HAD120		0.5886	1/s	R04965	
product catalytic rate constant	R_EAR180x		0.5635	1/s		
product catalytic rate constant	R_AKGtex		0.8402	1/s		
product catalytic rate constant	R_SO4t2pp		3.92	1/s		
product catalytic rate constant	R_EAR180y		0.5003	1/s		
product catalytic rate constant	R_ACONTb		45.97	1/s	R01900	
product catalytic rate constant	R_3HAD161		0.5892	1/s		
product catalytic rate constant	R_SUCDi		90.81	1/s		
product catalytic rate constant	R_ASNS1		0.9258	1/s	R00578	
product catalytic rate constant	R_EAR80y		0.6048	1/s		
product catalytic rate constant	R_EAR120y		0.602	1/s		
product catalytic rate constant	R_3OAR181		0.2219	1/s		
product catalytic rate constant	R_3HAD121		0.5892	1/s		
product catalytic rate constant	R_EX_o2_e		0.01097	1/s		
product catalytic rate constant	R_EAR140x		0.229	1/s		
product catalytic rate constant	R_3OAS181		0.2239	1/s		
product catalytic rate constant	R_3OAS140		0.274	1/s		
product catalytic rate constant	R_3OAR140		1.716	1/s	R04566	
product catalytic rate constant	R_EAR160y		0.4972	1/s		
product catalytic rate constant	R_3OAR160		1.039	1/s	R04543	
product catalytic rate constant	R_3HAD181		0.5892	1/s		
product catalytic rate constant	R_EAR100y		0.6016	1/s		
product catalytic rate constant	R_3OAR141		1.396	1/s		
product catalytic rate constant	R_3OAR161		1.396	1/s		
product catalytic rate constant	R_3HAD141		0.5892	1/s		
product catalytic rate constant	R_EAR121x		0.2775	1/s		
product catalytic rate constant	R_ACONTa		63.13	1/s	R01325	
product catalytic rate constant	R_3HAD40		0.5888	1/s		
product catalytic rate constant	R_3OAS60		0.7146	1/s		
product catalytic rate constant	R_3OAS160		0.7153	1/s		
product catalytic rate constant	R_3OAR60		5.163	1/s	R04953	
product catalytic rate constant	R_3OAR80		5.162	1/s	R04536	
product catalytic rate constant	R_EAR100x		0.363	1/s		
product catalytic rate constant	R_EAR120x		0.3633	1/s		
product catalytic rate constant	R_EAR160x		0.205	1/s		
product catalytic rate constant	R_EAR140y		0.6017	1/s		
product catalytic rate constant	R_3OAS121		0.407	1/s		
product catalytic rate constant	R_3OAS80		0.7139	1/s		
product catalytic rate constant	R_3OAS100		0.7142	1/s		
product catalytic rate constant	R_3OAS120		0.7128	1/s		
product catalytic rate constant	R_3OAR40		5.211	1/s		
product catalytic rate constant	R_3OAR100		5.162	1/s	R04534	
product catalytic rate constant	R_3HAD60		0.7414	1/s	R04954	
product catalytic rate constant	R_3HAD100		0.5887	1/s	R04535	
product catalytic rate constant	R_3HAD140		0.7464	1/s	R04568	
product catalytic rate constant	R_3HAD160		0.7416	1/s	R04544	
product catalytic rate constant	R_EAR40x		1.066	1/s		
product catalytic rate constant	R_EAR60y		0.605	1/s		
product catalytic rate constant	R_EAR60x		1.05	1/s		
product catalytic rate constant	R_EAR80x		1.05	1/s		
product catalytic rate constant	R_3OAR180		0.9047	1/s		
product catalytic rate constant	R_3OAS180		0.7307	1/s		
product catalytic rate constant	R_3HAD180		0.5891	1/s	R07764	
product catalytic rate constant	R_NADH16pp		106.1	1/s		
product catalytic rate constant	R_FA160ACPHi		54.52	1/s		
product catalytic rate constant	R_FA120ACPHi		54.53	1/s		
product catalytic rate constant	R_FA80ACPHi		54.55	1/s		
product catalytic rate constant	R_FA140ACPHi		54.53	1/s		
product catalytic rate constant	R_FA100ACPHi		54.52	1/s		
product catalytic rate constant	R_ETOHtrpp		3.771	1/s		
product catalytic rate constant	R_ACPPAT161		0.4907	1/s		
product catalytic rate constant	R_ACPPAT180		0.5919	1/s		
product catalytic rate constant	R_RNTR1c2		0.5218	1/s		
product catalytic rate constant	R_RNTR2c2		0.5452	1/s		
product catalytic rate constant	R_FLDR2		5.801	1/s		
product catalytic rate constant	R_VPAMTr		1.79	1/s	R01215	
product catalytic rate constant	R_ACPPAT181		0.4524	1/s		
product catalytic rate constant	R_APH161		0.9166	1/s		
product catalytic rate constant	R_APH180		0.8973	1/s		
product catalytic rate constant	R_APH181		0.9166	1/s		
product catalytic rate constant	R_PIt2rpp		1.649	1/s		
product catalytic rate constant	R_PItpp		8.756	1/s		
product catalytic rate constant	R_SUCCt1pp		0.3711	1/s		
product catalytic rate constant	R_RBIO		7.089	1/s		
standard chemical potential		M_dhap_c	19.69	kJ/mol		C00111
standard chemical potential		M_prbatp_c	146.5	kJ/mol		C02739
standard chemical potential		M_10fthf_c	-0.9663	kJ/mol		C00234
standard chemical potential		M_co2_e	-19.73	kJ/mol		C00011
standard chemical potential		M_akg_e	6.061	kJ/mol		C00026
standard chemical potential		M_2pg_c	14.81	kJ/mol		C00631
standard chemical potential		M_13dpg_c	-25.82	kJ/mol		C00236
standard chemical potential		M_prbamp_c	231	kJ/mol		C02741
standard chemical potential		M_fpram_c	84.45	kJ/mol		
standard chemical potential		M_thr__L_c	-18.42	kJ/mol		C00188
standard chemical potential		M_fum_p	8.82	kJ/mol		C00122
standard chemical potential		M_flxr_c	36.29	kJ/mol		
standard chemical potential		M_gln__L_e	4.97	kJ/mol		C00064
standard chemical potential		M_3ohexACP_c	-26.4	kJ/mol		C05746
standard chemical potential		M_3ocddec5eACP_c	-5.24	kJ/mol		
standard chemical potential		M_r5p_c	26	kJ/mol		C03736
standard chemical potential		M_akg_c	-25.52	kJ/mol		C00026
standard chemical potential		M_ac_c	-27.31	kJ/mol		C00033
standard chemical potential		M_dca_c	47.97	kJ/mol		
standard chemical potential		M_citr__L_c	44.63	kJ/mol		C00327
standard chemical potential		M_34hpp_c	-62.96	kJ/mol		C01179
standard chemical potential		M_pep_c	33.62	kJ/mol		C00074
standard chemical potential		M_h_c	-76.11	kJ/mol		C00080
standard chemical potential		M_rib__D_c	48.44	kJ/mol		C00121
standard chemical potential		M_gthrd_c	-2.173	kJ/mol		C00051
standard chemical potential		M_actACP_c	-34.3	kJ/mol		C05744
standard chemical potential		M_hdcea_c	50.58	kJ/mol		
standard chemical potential		M_actp_c	-61.47	kJ/mol		C00227
standard chemical potential		M_pyr_p	9.453	kJ/mol		C00022
standard chemical potential		M_cyst__L_c	-30.44	kJ/mol		C02291
standard chemical potential		M_dutp_c	-57.97	kJ/mol		C00460
standard chemical potential		M_octa_c	49.54	kJ/mol		C06423
standard chemical potential		M_h2o_p	-7.41	kJ/mol		C00001
standard chemical potential		M_glyc3p_c	21.31	kJ/mol		C00093
standard chemical potential		M_2ahbut_c	-4.775	kJ/mol		C06006
standard chemical potential		M_ser__L_c	1.828	kJ/mol		C00065
standard chemical potential		M_toct2eACP_c	3.314	kJ/mol		C05751
standard chemical potential		M_ump_c	46.45	kJ/mol		C00105
standard chemical potential		M_hdceap_c	-127	kJ/mol		
standard chemical potential		M_3pg_c	7.56	kJ/mol		C00197
standard chemical potential		M_ctp_c	29.9	kJ/mol		C00063
standard chemical potential		M_dadp_c	181.8	kJ/mol		C00206
standard chemical potential		M_xu5p__D_c	39.84	kJ/mol		C00231
standard chemical potential		M_aspsa_c	25.38	kJ/mol		C00441
standard chemical potential		M_the2eACP_c	-5.218	kJ/mol		C05748
standard chemical potential		M_t3c9palmeACP_c	3.815	kJ/mol		
standard chemical potential		M_accoa_c	-1.376	kJ/mol		C00024
standard chemical potential		M_arg__L_c	67.85	kJ/mol		C00062
standard chemical potential		M_26dap_LL_c	23.57	kJ/mol		C00666
standard chemical potential		M_asp__L_c	-25.76	kJ/mol		C00049
standard chemical potential		M_acg5sa_c	15.12	kJ/mol		C01250
standard chemical potential		M_hexACP_c	-5.372	kJ/mol		
standard chemical potential		M_skm_c	-12.85	kJ/mol		C00493
standard chemical potential		M_imp_c	142.5	kJ/mol		C00130
standard chemical potential		M_o2_c	144.3	kJ/mol		C00007
standard chemical potential		M_ocdcea_c	40.57	kJ/mol		C00712
standard chemical potential		M_h_p	-83.9	kJ/mol		C00080
standard chemical potential		M_succ_p	-14.43	kJ/mol		C00042
standard chemical potential		M_phpyr_c	-63.71	kJ/mol		C00166
standard chemical potential		M_fru_e	12	kJ/mol		C00095
standard chemical potential		M_pyr_e	12.54	kJ/mol		C00022
standard chemical potential		M_5mthf_c	-27.24	kJ/mol		C00440
standard chemical potential		M_nad_c	-45.3	kJ/mol		C00003
standard chemical potential		M_tdeACP_c	8.329	kJ/mol		
standard chemical potential		M_3ocvac11eACP_c	-11.48	kJ/mol		
standard chemical potential		M_3hoctaACP_c	5.44	kJ/mol		C16220
standard chemical potential		M_ocdca_c	48.29	kJ/mol		C01530
standard chemical potential		M_adp_c	189.1	kJ/mol		C00008
standard chemical potential		M_mal__L_c	-23.76	kJ/mol		C00149
standard chemical potential		M_g3p_c	29	kJ/mol		C00118
standard chemical potential		M_etoh_c	24.9	kJ/mol		C00469
standard chemical potential		M_so3_c	47.45	kJ/mol		C00094
standard chemical potential		M_met__L_c	-35.25	kJ/mol		C00073
standard chemical potential		M_aicar_c	142.2	kJ/mol		C04677
standard chemical potential		M_5aizc_c	169.9	kJ/mol		C04751
standard chemical potential		M_ac_e	5.7	kJ/mol		C00033
standard chemical potential		M_glx_c	-5.364	kJ/mol		C00048
standard chemical potential		M_etoh_e	17.86	kJ/mol		C00469
standard chemical potential		M_glcn_p	20.86	kJ/mol		C00257
standard chemical potential		M_air_c	217.4	kJ/mol		
standard chemical potential		M_6pgc_c	19.58	kJ/mol		C00345
standard chemical potential		M_nh4_c	-27.2	kJ/mol		C01342
standard chemical potential		M_tdec2eACP_c	11.98	kJ/mol		C05754
standard chemical potential		M_hdeACP_c	6.787	kJ/mol		
standard chemical potential		M_pi_c	-46.29	kJ/mol		C00009
standard chemical potential		M_argsuc_c	83.76	kJ/mol		C03406
standard chemical potential		M_nh4_p	-12.14	kJ/mol		C01342
standard chemical potential		M_chor_c	8.287	kJ/mol		C00251
standard chemical potential		M_hom__L_c	27.7	kJ/mol		C00263
standard chemical potential		M_dgdp_c	198	kJ/mol		C00361
standard chemical potential		M_q8h2_c	-41.68	kJ/mol		
standard chemical potential		M_3odecACP_c	-9.079	kJ/mol		C05753
standard chemical potential		M_tyr__L_c	-63.61	kJ/mol		C00082
standard chemical potential		M_cys__L_c	-34.71	kJ/mol		C00097
standard chemical potential		M_xylu__D_c	52.57	kJ/mol		C00310
standard chemical potential		M_h2s_c	-44.01	kJ/mol		C00283
standard chemical potential		M_e4p_c	41.8	kJ/mol		C00279
standard chemical potential		M_trp__L_c	-135.2	kJ/mol		C00078
standard chemical potential		M_acser_c	-28.99	kJ/mol		C00979
standard chemical potential		M_lys__L_c	42.3	kJ/mol		C00047
standard chemical potential		M_dudp_c	-6.782	kJ/mol		C01346
standard chemical potential		M_atp_c	141	kJ/mol		C00002
standard chemical potential		M_indole_c	-124.3	kJ/mol		C00463
standard chemical potential		M_eig3p_c	50.22	kJ/mol		C04666
standard chemical potential		M_26dap__M_c	24.39	kJ/mol		C00680
standard chemical potential		M_thf_c	12.71	kJ/mol		C00101
standard chemical potential		M_orot5p_c	27.06	kJ/mol		C01103
standard chemical potential		M_h_e	-29.22	kJ/mol		C00080
standard chemical potential		M_gln__L_p	-23.92	kJ/mol		C00064
standard chemical potential		M_glyc_p	14.89	kJ/mol		C00116
standard chemical potential		M_5caiz_c	139.4	kJ/mol		C15667
standard chemical potential		M_mal__L_p	1.162	kJ/mol		C00149
standard chemical potential		M_3hcpalm9eACP_c	-16.24	kJ/mol		
standard chemical potential		M_3ocpalm9eACP_c	-8.109	kJ/mol		
standard chemical potential		M_butACP_c	-14.39	kJ/mol		
standard chemical potential		M_dttp_c	-94.92	kJ/mol		C00459
standard chemical potential		M_ttdca_c	61.47	kJ/mol		
standard chemical potential		M_lac__D_e	15.39	kJ/mol		C00256
standard chemical potential		M_trdox_c	-7.732	kJ/mol		C00343
standard chemical potential		M_3ig3p_c	-96.62	kJ/mol		C03506
standard chemical potential		M_sl26da_c	12.62	kJ/mol		C04421
standard chemical potential		M_3hoctACP_c	-16.62	kJ/mol		C04620
standard chemical potential		M_dctp_c	20.6	kJ/mol		C00458
standard chemical potential		M_toctd2eACP_c	25.46	kJ/mol		C16221
standard chemical potential		M_grxrd_c	-9.55	kJ/mol		
standard chemical potential		M_ru5p__D_c	39.17	kJ/mol		C00199
standard chemical potential		M_23dhmb_c	34.68	kJ/mol		C04272
standard chemical potential		M_pran_c	-44.9	kJ/mol		C04302
standard chemical potential		M_glcn_c	18.91	kJ/mol		C00257
standard chemical potential		M_paps_c	205.7	kJ/mol		C00053
standard chemical potential		M_utp_c	-50.41	kJ/mol		C00075
standard chemical potential		M_dhor__S_c	-16.69	kJ/mol		C00337
standard chemical potential		M_glyc_e	14.97	kJ/mol		C00116
standard chemical potential		M_4mop_c	-26.58	kJ/mol		C00233
standard chemical potential		M_fdp_c	38.94	kJ/mol		C00354
standard chemical potential		M_dtmp_c	3.513	kJ/mol		C00364
standard chemical potential		M_gdp_c	199.8	kJ/mol		C00035
standard chemical potential		M_o2_p	98.13	kJ/mol		C00007
standard chemical potential		M_datp_c	134.6	kJ/mol		C00131
standard chemical potential		M_ppi_c	-87.22	kJ/mol		C00013
standard chemical potential		M_nadp_c	-41.64	kJ/mol		C00006
standard chemical potential		M_glu__L_c	-24.69	kJ/mol		C00025
standard chemical potential		M_fum_c	-8.485	kJ/mol		C00122
standard chemical potential		M_akg_p	-5.02	kJ/mol		C00026
standard chemical potential		M_acorn_c	20.24	kJ/mol		C00437
standard chemical potential		M_glu5sa_c	-10.14	kJ/mol		C01165
standard chemical potential		M_ile__L_c	-24.64	kJ/mol		C00407
standard chemical potential		M_ocACP_c	3.092	kJ/mol		
standard chemical potential		M_3dhq_c	-39.95	kJ/mol		C00944
standard chemical potential		M_hisp_c	58.82	kJ/mol		C01100
standard chemical potential		M_so4_e	11.16	kJ/mol		C00059
standard chemical potential		M_glu__L_e	6.277	kJ/mol		C00025
standard chemical potential		M_cbp_c	-42.33	kJ/mol		C00169
standard chemical potential		M_3mob_c	16.32	kJ/mol		C00141
standard chemical potential		M_suchms_c	-29.75	kJ/mol		C01118
standard chemical potential		M_tpalm2eACP_c	28.66	kJ/mol		C05763
standard chemical potential		M_3hpalmACP_c	8.649	kJ/mol		C04633
standard chemical potential		M_gln__L_c	-7.06	kJ/mol		C00064
standard chemical potential		M_3c3hmp_c	-6.974	kJ/mol		C02504
standard chemical potential		M_anth_c	-44.77	kJ/mol		C00108
standard chemical potential		M_pap_c	234.3	kJ/mol		C00054
standard chemical potential		M_xmp_c	108.2	kJ/mol		C00655
standard chemical potential		M_2cpr5p_c	-76.37	kJ/mol		C01302
standard chemical potential		M_rib__D_p	-0.6373	kJ/mol		C00121
standard chemical potential		M_xyl__D_p	47.78	kJ/mol		C00181
standard chemical potential		M_octeACP_c	-3.163	kJ/mol		
standard chemical potential		M_3hhexACP_c	-25.2	kJ/mol		C05747
standard chemical potential		M_t3c5ddeceACP_c	6.731	kJ/mol		
standard chemical potential		M_co2_p	-62.67	kJ/mol		C00011
standard chemical potential		M_ala__L_c	0.005122	kJ/mol		C00041
standard chemical potential		M_hco3_c	-78.77	kJ/mol		C00288
standard chemical potential		M_phe__L_c	-63.84	kJ/mol		C00079
standard chemical potential		M_mlthf_c	42.37	kJ/mol		C00143
standard chemical potential		M_t3c7mrseACP_c	5.315	kJ/mol		
standard chemical potential		M_t3c11vaceACP_c	-2.91	kJ/mol		
standard chemical potential		M_1pyr5c_c	54.82	kJ/mol		C03912
standard chemical potential		M_acald_p	12.64	kJ/mol		C00084
standard chemical potential		M_2ippm_c	12.76	kJ/mol		C02631
standard chemical potential		M_3psme_c	27.89	kJ/mol		C01269
standard chemical potential		M_imacp_c	44.96	kJ/mol		C01267
standard chemical potential		M_3c2hmp_c	-5.348	kJ/mol		C04411
standard chemical potential		M_pser__L_c	0.7351	kJ/mol		C01005
standard chemical potential		M_ocdcaACP_c	25.56	kJ/mol		
standard chemical potential		M_gmp_c	247.9	kJ/mol		C00144
standard chemical potential		M_3dhsk_c	-29.65	kJ/mol		C02637
standard chemical potential		M_acACP_c	-25.02	kJ/mol		C03939
standard chemical potential		M_h2o_c	-19.83	kJ/mol		C00001
standard chemical potential		M_alac__S_c	26.72	kJ/mol		C06010
standard chemical potential		M_dcdp_c	67.04	kJ/mol		C00705
standard chemical potential		M_gly_c	-15.89	kJ/mol		C00037
standard chemical potential		M_flxso_c	-36.29	kJ/mol		
standard chemical potential		M_malcoa_c	-9.544	kJ/mol		C00083
standard chemical potential		M_fru_p	8.252	kJ/mol		C00095
standard chemical potential		M_xyl__D_e	29.68	kJ/mol		C00181
standard chemical potential		M_phom_c	3.622	kJ/mol		C01102
standard chemical potential		M_glc__D_e	11.38	kJ/mol		C00031
standard chemical potential		M_nh4_e	2.875	kJ/mol		C01342
standard chemical potential		M_f6p_c	39.34	kJ/mol		C05345
standard chemical potential		M_pphn_c	-28.27	kJ/mol		C00254
standard chemical potential		M_prlp_c	157.5	kJ/mol		C04916
standard chemical potential		M_s7p_c	46.17	kJ/mol		C05382
standard chemical potential		M_prfp_c	153.7	kJ/mol		C04896
standard chemical potential		M_tmrs2eACP_c	22.48	kJ/mol		C05760
standard chemical potential		M_o2_e	52.2	kJ/mol		C00007
standard chemical potential		M_succ_e	5.357	kJ/mol		C00042
standard chemical potential		M_mql8_c	-5.303	kJ/mol		
