!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
Michaelis constant	R_T2DECAI	M_tdec2eACP_c	0.01142	mM		C05754
Michaelis constant	R_EAR100y	M_tdec2eACP_c	0.02195	mM		C05754
Michaelis constant	R_EAR100x	M_tdec2eACP_c	0.01447	mM		C05754
Michaelis constant	R_3HAD100	M_tdec2eACP_c	0.01407	mM	R04535	C05754
Michaelis constant	R_EAR161x	M_hdeACP_c	0.004814	mM		
Michaelis constant	R_3OAS181	M_hdeACP_c	0.02013	mM		
Michaelis constant	R_ACPPAT161	M_hdeACP_c	0.01927	mM		
Michaelis constant	R_RBIO	M_hdeACP_c	0.05029	mM		
Michaelis constant	R_G5SD	M_pi_c	5.561	mM	R03313	C00009
Michaelis constant	R_PPA	M_pi_c	155.3	mM	R00004	C00009
Michaelis constant	R_FBP	M_pi_c	0.231	mM		C00009
Michaelis constant	R_PSCVT	M_pi_c	2.86	mM	R03460	C00009
Michaelis constant	R_PTAr	M_pi_c	1.905	mM	R00230	C00009
Michaelis constant	R_CHORS	M_pi_c	72.39	mM	R01714	C00009
Michaelis constant	R_PPS	M_pi_c	10.44	mM	R00199	C00009
Michaelis constant	R_ACCOAC	M_pi_c	0.01761	mM	R00742	C00009
Michaelis constant	R_AGPR	M_pi_c	2.79	mM	R03443	C00009
Michaelis constant	R_PPC	M_pi_c	3.729	mM	R00345	C00009
Michaelis constant	R_G3PT	M_pi_c	0.07134	mM	R00841	C00009
Michaelis constant	R_SADT2	M_pi_c	0.007205	mM		C00009
Michaelis constant	R_CTPS2	M_pi_c	0.3097	mM	R00573	C00009
Michaelis constant	R_ADSS	M_pi_c	0.2686	mM	R01135	C00009
Michaelis constant	R_ASPCT	M_pi_c	7.358	mM	R01397	C00009
Michaelis constant	R_THRS	M_pi_c	5.438	mM	R01466	C00009
Michaelis constant	R_DDPA	M_pi_c	86.48	mM	R01826	C00009
Michaelis constant	R_BPNT	M_pi_c	0.334	mM	R00188	C00009
Michaelis constant	R_ASAD	M_pi_c	5.83	mM	R02291	C00009
Michaelis constant	R_OCBT	M_pi_c	129.4	mM	R01398	C00009
Michaelis constant	R_PRAGSr	M_pi_c	0.8649	mM	R04144	C00009
Michaelis constant	R_PRFGS	M_pi_c	0.04911	mM		C00009
Michaelis constant	R_AIRC2	M_pi_c	1.446	mM		C00009
Michaelis constant	R_GAPD	M_pi_c	13.41	mM	R01061	C00009
Michaelis constant	R_CBPS	M_pi_c	1.955	mM	R00575	C00009
Michaelis constant	R_PSP_L	M_pi_c	0.3617	mM	R00582	C00009
Michaelis constant	R_SULabcpp	M_pi_c	0.1511	mM		C00009
Michaelis constant	R_ATPS4rpp	M_pi_c	3.547	mM		C00009
Michaelis constant	R_PRASCSi	M_pi_c	14.49	mM	R04591	C00009
Michaelis constant	R_RIBabcpp	M_pi_c	0.01678	mM		C00009
Michaelis constant	R_GLNabcpp	M_pi_c	0.07346	mM		C00009
Michaelis constant	R_ATPM	M_pi_c	0.3587	mM	R00086	C00009
Michaelis constant	R_NTP5	M_pi_c	1.862	mM	R00569	C00009
Michaelis constant	R_GLNS	M_pi_c	0.4842	mM	R00253	C00009
Michaelis constant	R_SUCOAS	M_pi_c	0.07267	mM	R00405	C00009
Michaelis constant	R_PRAIS	M_pi_c	0.09396	mM		C00009
Michaelis constant	R_HISTP	M_pi_c	0.1211	mM	R03013	C00009
Michaelis constant	R_DHQS	M_pi_c	10000	mM	R03083	C00009
Michaelis constant	R_ACPPAT161	M_pi_c	0.01927	mM		C00009
Michaelis constant	R_ACPPAT180	M_pi_c	0.007444	mM		C00009
Michaelis constant	R_ACPPAT181	M_pi_c	0.01951	mM		C00009
Michaelis constant	R_APH161	M_pi_c	0.02206	mM		C00009
Michaelis constant	R_APH180	M_pi_c	0.03225	mM		C00009
Michaelis constant	R_APH181	M_pi_c	0.02206	mM		C00009
Michaelis constant	R_PIt2rpp	M_pi_c	0.008985	mM		C00009
Michaelis constant	R_PItpp	M_pi_c	0.06256	mM		C00009
Michaelis constant	R_RBIO	M_pi_c	0.001989	mM		C00009
Michaelis constant	R_ARGSS	M_argsuc_c	0.01147	mM	R01954	C03406
Michaelis constant	R_ARGSL	M_argsuc_c	7.319e-05	mM	R01086	C03406
Michaelis constant	R_NH4tpp	M_nh4_p	0.003638	mM		C01342
Michaelis constant	R_NH4tex	M_nh4_p	0.02738	mM		C01342
Michaelis constant	R_ANS	M_chor_c	5.5e-05	mM	R00986	C00251
Michaelis constant	R_CHORM	M_chor_c	0.06352	mM	R01715	C00251
Michaelis constant	R_CHORS	M_chor_c	72.39	mM	R01714	C00251
Michaelis constant	R_HSK	M_hom__L_c	11.28	mM	R01771	C00263
Michaelis constant	R_HSST	M_hom__L_c	12.69	mM	R01777	C00263
Michaelis constant	R_HSDy	M_hom__L_c	3.729	mM	R01775	C00263
Michaelis constant	R_NDPK5	M_dgdp_c	0.008533	mM	R01857	C00361
Michaelis constant	R_RNDR2b	M_dgdp_c	0.01061	mM		C00361
Michaelis constant	R_RNDR2	M_dgdp_c	0.1523	mM	R02019	C00361
Michaelis constant	R_DHORD2	M_q8h2_c	196.8	mM		
Michaelis constant	R_CYTBDpp	M_q8h2_c	0.003998	mM		
Michaelis constant	R_CYTBO3_4pp	M_q8h2_c	0.005655	mM		
Michaelis constant	R_SUCDi	M_q8h2_c	2.676	mM		
Michaelis constant	R_NADH16pp	M_q8h2_c	0.04836	mM		
Michaelis constant	R_3OAS100	M_3odecACP_c	0.008574	mM		C05753
Michaelis constant	R_3OAR100	M_3odecACP_c	0.01225	mM	R04534	C05753
Michaelis constant	R_TYRTA	M_tyr__L_c	0.1005	mM	R00734	C00082
Michaelis constant	R_RBIO	M_tyr__L_c	0.05029	mM		C00082
Michaelis constant	R_CYSS	M_cys__L_c	57.07	mM	R00897	C00097
Michaelis constant	R_SHSL1	M_cys__L_c	0.1257	mM	R03260	C00097
Michaelis constant	R_RBIO	M_cys__L_c	0.05029	mM		C00097
Michaelis constant	R_XYLK	M_xylu__D_c	0.05278	mM	R01639	C00310
Michaelis constant	R_XYLI1	M_xylu__D_c	0.004639	mM	R01432	C00310
Michaelis constant	R_CYSS	M_h2s_c	4.741e-05	mM	R00897	C00283
Michaelis constant	R_SULR	M_h2s_c	0.007559	mM	R00858	C00283
Michaelis constant	R_TALA	M_e4p_c	0.04999	mM	R01827	C00279
Michaelis constant	R_DDPA	M_e4p_c	4.917	mM	R01826	C00279
Michaelis constant	R_TKT2	M_e4p_c	0.008754	mM	R01830	C00279
Michaelis constant	R_TRPS2	M_trp__L_c	0.1095	mM	R00674	C00078
Michaelis constant	R_RBIO	M_trp__L_c	0.05029	mM		C00078
Michaelis constant	R_SERAT	M_acser_c	0.4101	mM	R00586	C00979
Michaelis constant	R_CYSS	M_acser_c	6.763	mM	R00897	C00979
Michaelis constant	R_DAPDC	M_lys__L_c	0.2398	mM	R00451	C00047
Michaelis constant	R_RBIO	M_lys__L_c	0.05029	mM		C00047
Michaelis constant	R_NDPK6	M_dudp_c	0.03425	mM	R02331	C01346
Michaelis constant	R_RNDR4	M_dudp_c	0.04661	mM	R02018	C01346
Michaelis constant	R_NDPK5	M_atp_c	0.008533	mM	R01857	C00002
Michaelis constant	R_NDPK6	M_atp_c	0.03425	mM	R02331	C00002
Michaelis constant	R_NDPK8	M_atp_c	0.009249	mM	R01137	C00002
Michaelis constant	R_PPCK	M_atp_c	0.00322	mM	R00341	C00002
Michaelis constant	R_XYLK	M_atp_c	8.105	mM	R01639	C00002
Michaelis constant	R_RBK	M_atp_c	6.361e-05	mM		C00002
Michaelis constant	R_GLYK	M_atp_c	0.006956	mM	R00847	C00002
Michaelis constant	R_PYK	M_atp_c	0.01003	mM	R00200	C00002
Michaelis constant	R_ACKr	M_atp_c	0.05099	mM	R00315	C00002
Michaelis constant	R_PPS	M_atp_c	0.000782	mM	R00199	C00002
Michaelis constant	R_PGK	M_atp_c	0.07032	mM	R01512	C00002
Michaelis constant	R_ACCOAC	M_atp_c	0.005677	mM	R00742	C00002
Michaelis constant	R_ARGSS	M_atp_c	0.008717	mM	R01954	C00002
Michaelis constant	R_SADT2	M_atp_c	0.01388	mM		C00002
Michaelis constant	R_AACPS1	M_atp_c	0.07231	mM		C00002
Michaelis constant	R_UMPK	M_atp_c	0.005941	mM	R00158	C00002
Michaelis constant	R_CTPS2	M_atp_c	0.002291	mM	R00573	C00002
Michaelis constant	R_NDPK7	M_atp_c	0.01204	mM	R02326	C00002
Michaelis constant	R_ADK1	M_atp_c	0.008907	mM	R00127	C00002
Michaelis constant	R_NDPK2	M_atp_c	0.006734	mM	R00156	C00002
Michaelis constant	R_NDPK4	M_atp_c	0.008878	mM	R02093	C00002
Michaelis constant	R_ASNS2	M_atp_c	0.05294	mM	R00483	C00002
Michaelis constant	R_HSK	M_atp_c	0.06682	mM	R01771	C00002
Michaelis constant	R_DTMPK	M_atp_c	0.006016	mM	R02094	C00002
Michaelis constant	R_NDPK1	M_atp_c	0.003684	mM	R00330	C00002
Michaelis constant	R_GMPS2	M_atp_c	0.05434	mM	R01231	C00002
Michaelis constant	R_AACPS3	M_atp_c	0.07126	mM		C00002
Michaelis constant	R_ATPPRT	M_atp_c	8.333e-05	mM	R01071	C00002
Michaelis constant	R_PRPPS	M_atp_c	0.0004875	mM		C00002
Michaelis constant	R_ASPK	M_atp_c	2.502	mM	R00480	C00002
Michaelis constant	R_GLYCK2	M_atp_c	0.001014	mM	R08572	C00002
Michaelis constant	R_PRAGSr	M_atp_c	0.0001156	mM	R04144	C00002
Michaelis constant	R_PRFGS	M_atp_c	0.002036	mM		C00002
Michaelis constant	R_AIRC2	M_atp_c	0.0005491	mM		C00002
Michaelis constant	R_CBPS	M_atp_c	0.2318	mM	R00575	C00002
Michaelis constant	R_GLU5K	M_atp_c	6.778	mM	R00239	C00002
Michaelis constant	R_ADSK	M_atp_c	0.0001455	mM	R00509	C00002
Michaelis constant	R_SULabcpp	M_atp_c	0.0006617	mM		C00002
Michaelis constant	R_ATPS4rpp	M_atp_c	0.0247	mM		C00002
Michaelis constant	R_GK1	M_atp_c	0.005375	mM	R00332	C00002
Michaelis constant	R_PRASCSi	M_atp_c	6.903e-06	mM	R04591	C00002
Michaelis constant	R_RIBabcpp	M_atp_c	0.005958	mM		C00002
Michaelis constant	R_GLNabcpp	M_atp_c	0.001361	mM		C00002
Michaelis constant	R_ACGK	M_atp_c	3.927	mM	R02649	C00002
Michaelis constant	R_GNK	M_atp_c	0.004896	mM	R01737	C00002
Michaelis constant	R_ATPM	M_atp_c	0.0002788	mM	R00086	C00002
Michaelis constant	R_SHKK	M_atp_c	0.0165	mM	R02412	C00002
Michaelis constant	R_GLNS	M_atp_c	0.03945	mM	R00253	C00002
Michaelis constant	R_SUCOAS	M_atp_c	0.006994	mM	R00405	C00002
Michaelis constant	R_PRAIS	M_atp_c	0.002051	mM		C00002
Michaelis constant	R_AACPS8	M_atp_c	0.07034	mM		C00002
Michaelis constant	R_AACPS9	M_atp_c	0.007756	mM		C00002
Michaelis constant	R_AACPS6	M_atp_c	0.07391	mM		C00002
Michaelis constant	R_AACPS7	M_atp_c	0.003255	mM		C00002
Michaelis constant	R_PFK	M_atp_c	0.003908	mM		C00002
Michaelis constant	R_ASNS1	M_atp_c	0.02513	mM	R00578	C00002
Michaelis constant	R_RNTR1c2	M_atp_c	0.0102	mM		C00002
Michaelis constant	R_RBIO	M_atp_c	0.05029	mM		C00002
Michaelis constant	R_TRPS2	M_indole_c	0.0009133	mM	R00674	C00463
Michaelis constant	R_TRPS3	M_indole_c	0.0166	mM	R02340	C00463
Michaelis constant	R_IGPDH	M_eig3p_c	0.0003895	mM	R03457	C04666
Michaelis constant	R_IG3PS	M_eig3p_c	1.037	mM	R04558	C04666
Michaelis constant	R_DAPE	M_26dap__M_c	0.1457	mM	R02735	C00680
Michaelis constant	R_DAPDC	M_26dap__M_c	1.393	mM	R00451	C00680
Michaelis constant	R_RBIO	M_26dap__M_c	0.05029	mM		C00680
Michaelis constant	R_GLYCL	M_thf_c	0.007043	mM	R01221	C00101
Michaelis constant	R_GHMT2r	M_thf_c	0.000153	mM	R00945	C00101
Michaelis constant	R_GARFT	M_thf_c	0.4826	mM	R04325	C00101
Michaelis constant	R_METS	M_thf_c	0.04782	mM	R00946	C00101
Michaelis constant	R_DHFR	M_thf_c	0.0002746	mM	R00939	C00101
Michaelis constant	R_AICART	M_thf_c	0.005166	mM	R04560	C00101
Michaelis constant	R_RBIO	M_thf_c	0.001989	mM		C00101
Michaelis constant	R_OMPDC	M_orot5p_c	0.000101	mM	R00965	C01103
Michaelis constant	R_ORPT	M_orot5p_c	0.01775	mM	R01870	C01103
Michaelis constant	R_EX_h_e	M_h_e	7.674	mM		C00080
Michaelis constant	R_Htex	M_h_e	5.443e-05	mM		C00080
Michaelis constant	R_GLNtex	M_gln__L_p	0.1192	mM		C00064
Michaelis constant	R_GLNabcpp	M_gln__L_p	0.001361	mM		C00064
Michaelis constant	R_GLYCtex	M_glyc_p	0.005615	mM		C00116
Michaelis constant	R_GLYCtpp	M_glyc_p	0.0119	mM		C00116
Michaelis constant	R_AIRC3	M_5caiz_c	8.839	mM	R07405	C15667
Michaelis constant	R_AIRC2	M_5caiz_c	1.446	mM		C15667
Michaelis constant	R_MALt2_2pp	M_mal__L_p	0.008772	mM		C00149
Michaelis constant	R_MALtex	M_mal__L_p	0.01255	mM		C00149
Michaelis constant	R_3HAD161	M_3hcpalm9eACP_c	0.007194	mM		
Michaelis constant	R_3OAR161	M_3hcpalm9eACP_c	0.003864	mM		
Michaelis constant	R_3OAS161	M_3ocpalm9eACP_c	0.005388	mM		
Michaelis constant	R_3OAR161	M_3ocpalm9eACP_c	0.02588	mM		
Michaelis constant	R_3OAS60	M_butACP_c	0.01178	mM		
Michaelis constant	R_EAR40x	M_butACP_c	0.006041	mM		
Michaelis constant	R_NDPK4	M_dttp_c	0.01126	mM	R02093	C00459
Michaelis constant	R_RBIO	M_dttp_c	0.05029	mM		C00459
Michaelis constant	R_AACPS1	M_ttdca_c	0.003205	mM		
Michaelis constant	R_FA140ACPHi	M_ttdca_c	0.09624	mM		
Michaelis constant	R_EX_lac__D_e	M_lac__D_e	0.01249	mM		C00256
Michaelis constant	R_D_LACtex	M_lac__D_e	0.01883	mM		C00256
Michaelis constant	R_RNDR1	M_trdox_c	0.1741	mM	R02017	C00343
Michaelis constant	R_RNDR3	M_trdox_c	0.1377	mM	R02024	C00343
Michaelis constant	R_RNDR4	M_trdox_c	0.03748	mM	R02018	C00343
Michaelis constant	R_TRDR	M_trdox_c	0.2059	mM	R02016	C00343
Michaelis constant	R_PAPSR	M_trdox_c	2.25	mM	R02021	C00343
Michaelis constant	R_RNDR2	M_trdox_c	0.1523	mM	R02019	C00343
Michaelis constant	R_IGPS	M_3ig3p_c	4.213	mM	R03508	C03506
Michaelis constant	R_TRPS3	M_3ig3p_c	0.006025	mM	R02340	C03506
Michaelis constant	R_SDPDS	M_sl26da_c	1.073	mM	R02734	C04421
Michaelis constant	R_SDPTA	M_sl26da_c	0.2084	mM	R04475	C04421
Michaelis constant	R_3HAD80	M_3hoctACP_c	0.007102	mM	R04537	C04620
Michaelis constant	R_3OAR80	M_3hoctACP_c	0.008229	mM	R04536	C04620
Michaelis constant	R_NDPK7	M_dctp_c	0.008303	mM	R02326	C00458
Michaelis constant	R_RBIO	M_dctp_c	0.05029	mM		C00458
Michaelis constant	R_EAR180x	M_toctd2eACP_c	0.01368	mM		C16221
Michaelis constant	R_EAR180y	M_toctd2eACP_c	0.02525	mM		C16221
Michaelis constant	R_3HAD180	M_toctd2eACP_c	0.01395	mM	R07764	C16221
Michaelis constant	R_GRXR	M_grxrd_c	0.009588	mM		
Michaelis constant	R_RNDR1b	M_grxrd_c	0.0092	mM		
Michaelis constant	R_RNDR2b	M_grxrd_c	0.009429	mM		
Michaelis constant	R_RPE	M_ru5p__D_c	0.002042	mM	R01529	C00199
Michaelis constant	R_GND	M_ru5p__D_c	0.05474	mM	R01528	C00199
Michaelis constant	R_RPI	M_ru5p__D_c	0.0001157	mM		C00199
Michaelis constant	R_RBIO	M_ru5p__D_c	0.05029	mM		C00199
Michaelis constant	R_DHAD1	M_23dhmb_c	2.85e-05	mM	R04441	C04272
Michaelis constant	R_KARA1	M_23dhmb_c	0.002292	mM	R04439	C04272
Michaelis constant	R_ANPRT	M_pran_c	7.627	mM	R01073	C04302
Michaelis constant	R_PRAIi	M_pran_c	4.764e-05	mM	R03509	C04302
Michaelis constant	R_GNK	M_glcn_c	0.00576	mM	R01737	C00257
Michaelis constant	R_GLCNt2rpp	M_glcn_c	0.004542	mM		C00257
Michaelis constant	R_PAPSR	M_paps_c	0.0003625	mM	R02021	C00053
Michaelis constant	R_ADSK	M_paps_c	0.127	mM	R00509	C00053
Michaelis constant	R_CTPS2	M_utp_c	0.001915	mM	R00573	C00075
Michaelis constant	R_NDPK2	M_utp_c	0.01485	mM	R00156	C00075
Michaelis constant	R_RBIO	M_utp_c	0.05029	mM		C00075
Michaelis constant	R_DHORTS	M_dhor__S_c	0.05754	mM	R01993	C00337
Michaelis constant	R_DHORD5	M_dhor__S_c	0.007996	mM		C00337
Michaelis constant	R_DHORD2	M_dhor__S_c	5.081e-07	mM		C00337
Michaelis constant	R_EX_glyc_e	M_glyc_e	0.01328	mM		C00116
Michaelis constant	R_GLYCtex	M_glyc_e	0.01781	mM		C00116
Michaelis constant	R_LEUTAi	M_4mop_c	0.2202	mM	R01090	C00233
Michaelis constant	R_OMCDC	M_4mop_c	0.0127	mM	R01652	C00233
Michaelis constant	R_FBP	M_fdp_c	0.001794	mM		C00354
Michaelis constant	R_FBA	M_fdp_c	0.2355	mM	R01068	C00354
Michaelis constant	R_PFK	M_fdp_c	10.44	mM		C00354
Michaelis constant	R_TMDS	M_dtmp_c	0.2929	mM	R02101	C00364
Michaelis constant	R_DTMPK	M_dtmp_c	0.006016	mM	R02094	C00364
Michaelis constant	R_SADT2	M_gdp_c	0.007205	mM		C00035
Michaelis constant	R_ADSS	M_gdp_c	0.2686	mM	R01135	C00035
Michaelis constant	R_NDPK1	M_gdp_c	0.003684	mM	R00330	C00035
Michaelis constant	R_GK1	M_gdp_c	0.0186	mM	R00332	C00035
Michaelis constant	R_RNDR2b	M_gdp_c	0.009429	mM		C00035
Michaelis constant	R_RNDR2	M_gdp_c	0.0006567	mM	R02019	C00035
Michaelis constant	R_O2tpp	M_o2_p	2.415	mM		C00007
Michaelis constant	R_O2tex	M_o2_p	4.269e-05	mM		C00007
Michaelis constant	R_NDPK8	M_datp_c	0.01081	mM	R01137	C00131
Michaelis constant	R_RNTR1c2	M_datp_c	0.009802	mM		C00131
Michaelis constant	R_RBIO	M_datp_c	0.05029	mM		C00131
Michaelis constant	R_PPA	M_ppi_c	0.04966	mM	R00004	C00013
Michaelis constant	R_ORPT	M_ppi_c	0.0155	mM	R01870	C00013
Michaelis constant	R_ANPRT	M_ppi_c	7.627	mM	R01073	C00013
Michaelis constant	R_ARGSS	M_ppi_c	0.01147	mM	R01954	C00013
Michaelis constant	R_SADT2	M_ppi_c	0.007205	mM		C00013
Michaelis constant	R_AACPS1	M_ppi_c	0.03992	mM		C00013
Michaelis constant	R_ASNS2	M_ppi_c	0.2958	mM	R00483	C00013
Michaelis constant	R_GMPS2	M_ppi_c	0.0194	mM	R01231	C00013
Michaelis constant	R_AACPS3	M_ppi_c	0.05354	mM		C00013
Michaelis constant	R_ATPPRT	M_ppi_c	1.2	mM	R01071	C00013
Michaelis constant	R_PRATPP	M_ppi_c	1.327	mM	R04035	C00013
Michaelis constant	R_GLUPRT	M_ppi_c	130.8	mM	R01072	C00013
Michaelis constant	R_DUTPDP	M_ppi_c	0.4622	mM	R02100	C00013
Michaelis constant	R_AACPS8	M_ppi_c	0.06959	mM		C00013
Michaelis constant	R_AACPS9	M_ppi_c	0.01289	mM		C00013
Michaelis constant	R_AACPS6	M_ppi_c	0.02566	mM		C00013
Michaelis constant	R_AACPS7	M_ppi_c	0.03072	mM		C00013
Michaelis constant	R_ASNS1	M_ppi_c	4.632	mM	R00578	C00013
Michaelis constant	R_RBIO	M_ppi_c	0.001989	mM		C00013
Michaelis constant	R_SHK3Dr	M_nadp_c	0.002853	mM	R02413	C00006
Michaelis constant	R_G5SD	M_nadp_c	0.01126	mM	R03313	C00006
Michaelis constant	R_ICDHyr	M_nadp_c	0.001483	mM	R00267	C00006
Michaelis constant	R_GTHOr	M_nadp_c	0.01495	mM	R00115	C00006
Michaelis constant	R_KARA1	M_nadp_c	0.00103	mM	R04439	C00006
Michaelis constant	R_KARA2	M_nadp_c	0.0009232	mM		C00006
Michaelis constant	R_AGPR	M_nadp_c	0.02083	mM	R03443	C00006
Michaelis constant	R_DHDPRy	M_nadp_c	0.002544	mM		C00006
Michaelis constant	R_TRDR	M_nadp_c	0.0004856	mM	R02016	C00006
Michaelis constant	R_NADTRHD	M_nadp_c	0.006505	mM	R00112	C00006
Michaelis constant	R_G3PD2	M_nadp_c	0.0003017	mM	R00844	C00006
Michaelis constant	R_P5CR	M_nadp_c	0.002151	mM	R01251	C00006
Michaelis constant	R_ASAD	M_nadp_c	0.005345	mM	R02291	C00006
Michaelis constant	R_SULR	M_nadp_c	0.004319	mM	R00858	C00006
Michaelis constant	R_GND	M_nadp_c	0.002326	mM	R01528	C00006
Michaelis constant	R_G6PDH2r	M_nadp_c	0.0002902	mM	R00835	C00006
Michaelis constant	R_ME2	M_nadp_c	0.001585	mM	R00216	C00006
Michaelis constant	R_HSDy	M_nadp_c	0.00386	mM	R01775	C00006
Michaelis constant	R_THD2pp	M_nadp_c	0.01364	mM		C00006
Michaelis constant	R_MTHFD	M_nadp_c	0.01133	mM	R01220	C00006
Michaelis constant	R_GLUDy	M_nadp_c	0.00446	mM	R00248	C00006
Michaelis constant	R_DHFR	M_nadp_c	0.0002746	mM	R00939	C00006
Michaelis constant	R_GLUSy	M_nadp_c	0.009784	mM	R00114	C00006
Michaelis constant	R_3OAR121	M_nadp_c	0.003851	mM		C00006
Michaelis constant	R_3OAR120	M_nadp_c	0.007757	mM	R04964	C00006
Michaelis constant	R_EAR180y	M_nadp_c	0.00396	mM		C00006
Michaelis constant	R_EAR80y	M_nadp_c	0.004214	mM		C00006
Michaelis constant	R_EAR120y	M_nadp_c	0.004513	mM		C00006
Michaelis constant	R_3OAR181	M_nadp_c	0.003275	mM		C00006
Michaelis constant	R_3OAR140	M_nadp_c	0.007514	mM	R04566	C00006
Michaelis constant	R_EAR160y	M_nadp_c	0.00432	mM		C00006
Michaelis constant	R_3OAR160	M_nadp_c	0.006897	mM	R04543	C00006
Michaelis constant	R_EAR100y	M_nadp_c	0.004555	mM		C00006
Michaelis constant	R_3OAR141	M_nadp_c	0.003854	mM		C00006
Michaelis constant	R_3OAR161	M_nadp_c	0.003864	mM		C00006
Michaelis constant	R_3OAR60	M_nadp_c	0.008108	mM	R04953	C00006
Michaelis constant	R_3OAR80	M_nadp_c	0.008229	mM	R04536	C00006
Michaelis constant	R_EAR140y	M_nadp_c	0.004547	mM		C00006
Michaelis constant	R_3OAR40	M_nadp_c	0.005854	mM		C00006
Michaelis constant	R_3OAR100	M_nadp_c	0.00816	mM	R04534	C00006
Michaelis constant	R_EAR60y	M_nadp_c	0.004194	mM		C00006
Michaelis constant	R_3OAR180	M_nadp_c	0.004729	mM		C00006
Michaelis constant	R_FLDR2	M_nadp_c	0.02297	mM		C00006
Michaelis constant	R_RBIO	M_nadp_c	0.001989	mM		C00006
Michaelis constant	R_ALATA_L	M_glu__L_c	0.01326	mM	R00258	C00025
Michaelis constant	R_ASPTA	M_glu__L_c	19.02	mM	R00355	C00025
Michaelis constant	R_ILETA	M_glu__L_c	19.9	mM	R02199	C00025
Michaelis constant	R_VALTA	M_glu__L_c	0.1682	mM	R01214	C00025
Michaelis constant	R_ANS	M_glu__L_c	5934	mM	R00986	C00025
Michaelis constant	R_LEUTAi	M_glu__L_c	0.4088	mM	R01090	C00025
Michaelis constant	R_CTPS2	M_glu__L_c	0.3097	mM	R00573	C00025
Michaelis constant	R_SDPTA	M_glu__L_c	3.008	mM	R04475	C00025
Michaelis constant	R_GMPS2	M_glu__L_c	0.0194	mM	R01231	C00025
Michaelis constant	R_GLUN	M_glu__L_c	0.05823	mM	R00256	C00025
Michaelis constant	R_GLUPRT	M_glu__L_c	130.8	mM	R01072	C00025
Michaelis constant	R_PHETA1	M_glu__L_c	0.1623	mM	R00694	C00025
Michaelis constant	R_ACOTA	M_glu__L_c	4.985	mM	R02283	C00025
Michaelis constant	R_PRFGS	M_glu__L_c	0.04911	mM		C00025
Michaelis constant	R_PSERT	M_glu__L_c	0.002766	mM	R04173	C00025
Michaelis constant	R_CBPS	M_glu__L_c	1.955	mM	R00575	C00025
Michaelis constant	R_GLU5K	M_glu__L_c	0.02686	mM	R00239	C00025
Michaelis constant	R_GLUt2rpp	M_glu__L_c	0.01609	mM		C00025
Michaelis constant	R_GLUDy	M_glu__L_c	0.00446	mM	R00248	C00025
Michaelis constant	R_HSTPT	M_glu__L_c	0.04122	mM	R03243	C00025
Michaelis constant	R_TYRTA	M_glu__L_c	0.1861	mM	R00734	C00025
Michaelis constant	R_GLUSy	M_glu__L_c	0.009572	mM	R00114	C00025
Michaelis constant	R_IG3PS	M_glu__L_c	1.037	mM	R04558	C00025
Michaelis constant	R_GLNS	M_glu__L_c	5.306	mM	R00253	C00025
Michaelis constant	R_ACGS	M_glu__L_c	0.0001049	mM	R00259	C00025
Michaelis constant	R_ASNS1	M_glu__L_c	4.632	mM	R00578	C00025
Michaelis constant	R_RBIO	M_glu__L_c	0.05029	mM		C00025
Michaelis constant	R_FRD2	M_fum_c	0.003507	mM		C00122
Michaelis constant	R_ADSL2r	M_fum_c	0.03585	mM	R04559	C00122
Michaelis constant	R_FUM	M_fum_c	0.3069	mM	R01082	C00122
Michaelis constant	R_ARGSL	M_fum_c	1.366	mM	R01086	C00122
Michaelis constant	R_FUMt2_2pp	M_fum_c	0.008786	mM		C00122
Michaelis constant	R_ADSL1r	M_fum_c	0.05454	mM	R01083	C00122
Michaelis constant	R_SUCDi	M_fum_c	2.676	mM		C00122
Michaelis constant	R_RBIO	M_fum_c	0.05029	mM		C00122
Michaelis constant	R_AKGt2rpp	M_akg_p	0.006067	mM		C00026
Michaelis constant	R_AKGtex	M_akg_p	0.01804	mM		C00026
Michaelis constant	R_ACODA	M_acorn_c	1.77	mM	R00669	C00437
Michaelis constant	R_ACOTA	M_acorn_c	0.9389	mM	R02283	C00437
Michaelis constant	R_G5SD	M_glu5sa_c	1.95	mM	R03313	C01165
Michaelis constant	R_G5SADs	M_glu5sa_c	0.0003483	mM	R03314	C01165
Michaelis constant	R_ILETA	M_ile__L_c	0.8218	mM	R02199	C00407
Michaelis constant	R_RBIO	M_ile__L_c	0.05029	mM		C00407
Michaelis constant	R_AACPS9	M_ocACP_c	0.01289	mM		
Michaelis constant	R_EAR80y	M_ocACP_c	0.004214	mM		
Michaelis constant	R_3OAS100	M_ocACP_c	0.01166	mM		
Michaelis constant	R_EAR80x	M_ocACP_c	0.00795	mM		
Michaelis constant	R_FA80ACPHi	M_ocACP_c	0.001609	mM		
Michaelis constant	R_DHQTi	M_3dhq_c	0.01729	mM	R03084	C00944
Michaelis constant	R_DHQS	M_3dhq_c	10000	mM	R03083	C00944
Michaelis constant	R_HSTPT	M_hisp_c	0.002426	mM	R03243	C01100
Michaelis constant	R_HISTP	M_hisp_c	0.002128	mM	R03013	C01100
