!!SBtab TableID='ParameterKcat' TableType='Quantity' TableName='ParameterKcat' SBtabVersion='1.0'
!QuantityType	!Compound	!Reaction	!Unit	!Mean	!Std	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
substrate catalytic rate constant		R_3OAR60	1/s	3.96741055037907	NaN		R04953
product catalytic rate constant		R_3OAR80	1/s	8.24337196264866	NaN		R04536
substrate catalytic rate constant		R_3OAR80	1/s	3.96741055037907	NaN		R04536
product catalytic rate constant		R_EAR100x	1/s	1.77608521380872	NaN		
product catalytic rate constant		R_EAR120x	1/s	1.77608521380872	NaN		
product catalytic rate constant		R_EAR160x	1/s	1.26576123437941	NaN		
product catalytic rate constant		R_EAR140y	1/s	2.33507712266043	NaN		
product catalytic rate constant		R_3OAS121	1/s	1.87647496051425	NaN		
product catalytic rate constant		R_3OAS80	1/s	2.63598512051591	NaN		
product catalytic rate constant		R_3OAS100	1/s	2.63598512051591	NaN		
product catalytic rate constant		R_3OAS120	1/s	2.63598512051591	NaN		
product catalytic rate constant		R_3OAR40	1/s	8.24337196264866	NaN		
substrate catalytic rate constant		R_3OAR40	1/s	2.66088378223201	NaN		
product catalytic rate constant		R_3OAR100	1/s	8.24329298955517	NaN		R04534
substrate catalytic rate constant		R_3OAR100	1/s	3.96741055037907	NaN		R04534
product catalytic rate constant		R_3HAD60	1/s	2.74511327309038	NaN		R04954
product catalytic rate constant		R_3HAD100	1/s	2.40749402726052	NaN		R04535
product catalytic rate constant		R_3HAD140	1/s	2.74511327309038	NaN		R04568
product catalytic rate constant		R_3HAD160	1/s	2.74511327309038	NaN		R04544
product catalytic rate constant		R_EAR40x	1/s	3.2680205804032	NaN		
product catalytic rate constant		R_EAR60y	1/s	2.33507712266043	NaN		
product catalytic rate constant		R_EAR60x	1/s	3.2680205804032	NaN		
product catalytic rate constant		R_EAR80x	1/s	3.2680205804032	NaN		
product catalytic rate constant		R_3OAR180	1/s	2.90388127751107	NaN		
substrate catalytic rate constant		R_3OAR180	1/s	2.66088378223201	NaN		
product catalytic rate constant		R_3OAS180	1/s	2.63598512051591	NaN		
product catalytic rate constant		R_3HAD180	1/s	2.40749402726052	NaN		R07764
product catalytic rate constant		R_NADH16pp	1/s	106.732246466263	NaN		
product catalytic rate constant		R_FA160ACPHi	1/s	55.6587897707477	NaN		
